id	assigned_topic	topic_label	label
Pod_859	626	626_1783_minister_peerage_ministers	Calendar-ritual_Summer
Pod_860	938	938_ford_presidency_presidential_presidents	Calendar-ritual_Summer
Pod_861	388	388_racing_speedway_raced_laps	Calendar-ritual_Summer
Pod_862	1528	1528_halo_chief_343_master	Calendar-ritual_Summer
Pod_863	1119	1119_proud_boys_protests_protesters	Calendar-ritual_Summer
Pod_864	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_865	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_866	2190	2190_wiggle_band_entertainers_concert	Calendar-ritual_Summer
Pod_867	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_868	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_869	1528	1528_halo_chief_343_master	Calendar-ritual_Summer
Pod_870	1581	1581_mix_albums_little_remix	Calendar-ritual_Summer
Pod_871	441	441_woman_wonder_goddess_feminist	Calendar-ritual_Summer
Pod_872	1528	1528_halo_chief_343_master	Calendar-ritual_Summer
Pod_873	2367	2367_critical_thinking_reasoned_reflective	Calendar-ritual_Summer
Pod_874	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_875	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_876	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_877	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_878	1014	1014_nails_albums_album_band	Calendar-ritual_Summer
Pod_879	350	350_holiday_celebrates_holidays_celebrated	Calendar-ritual_Summer
Pod_880	487	487_oblast_soviet_yuri_grandmother	Calendar-ritual_Summer
Pod_881	1657	1657_shamrocks_parades_shamrock_celebrated	Calendar-ritual_winter
Pod_882	1214	1214_newscast_reporters_reporter_journalism	Calendar-ritual_winter
Pod_883	335	335_trilogy_remastered_gods_editions	Calendar-ritual_winter
Pod_884	335	335_trilogy_remastered_gods_editions	Calendar-ritual_winter
Pod_885	1214	1214_newscast_reporters_reporter_journalism	Calendar-ritual_winter
Pod_886	1668	1668_saffron_botanical_turmeric_cultivated	Calendar-ritual_winter
Pod_887	1919	1919_racing_eliminated_laps_motorsports	Calendar-ritual_winter
Pod_888	2284	2284_tennis_tournaments_tournament_finalist	Calendar-ritual_winter
Pod_889	1550	1550_dew_cola_flavors_soda	Calendar-ritual_winter
Pod_890	918	918_hemp_cannabis_textiles_cultivated	Calendar-ritual_winter
Pod_891	1813	1813_honeys_honey_honeydew_bees	Calendar-ritual_winter
Pod_892	918	918_hemp_cannabis_textiles_cultivated	Calendar-ritual_winter
Pod_893	606	606_sponsors_sponsorship_sponsor_sponsorships	Calendar-ritual_winter
Pod_894	646	646_boots_sequels_sequel_premiered	Calendar-ritual_winter
Pod_895	1755	1755_loaf_meat_duet_duets	Calendar-ritual_winter
Pod_896	199	199_homer_sitcom_cartoon_sitcoms	Calendar-ritual_winter
Pod_897	1528	1528_halo_chief_343_master	Calendar-ritual_winter
Pod_898	1214	1214_newscast_reporters_reporter_journalism	Calendar-ritual_winter
Pod_899	1542	1542_1852_novels_novel_cabin	Calendar-ritual_winter
Pod_900	1181	1181_deer_hunter_filmmaking_screenplay	Calendar-ritual_winter
Pod_901	272	272_heraldic_heraldry_gules_arms	Calendar-ritual_winter
Pod_902	1199	1199_borscht_recipes_recipe_cuisines	Calendar-ritual_winter
Pod_904	1733	1733_devil_demon_satan_soul	Calendar-ritual_winter
Pod_905	660	660_vaudeville_brothers_comedian_comedians	Calendar-ritual_winter
Pod_906	1199	1199_borscht_recipes_recipe_cuisines	Calendar-ritual_winter
Pod_907	2172	2172_home_sequels_sequel_screenplays	Calendar-ritual_winter
Pod_908	1558	1558_anime_cartoon_cartoons_airing	Calendar-ritual_winter
Pod_909	2259	2259_easter_holiday_celebrated_feasts	Calendar-ritual_winter
Pod_910	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_911	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_912	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_913	2050	2050_fingerprints_robbers_fingerprint_investigation	Calendar-ritual_spring
Pod_914	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_915	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_916	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_917	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_spring
Pod_918	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_919	2129	2129_fish_cannibalism_tortured_murders	Calendar-ritual_spring
Pod_920	1937	1937_golf_golfer_golfers_handicaps	Calendar-ritual_spring
Pod_921	1937	1937_golf_golfer_golfers_handicaps	Calendar-ritual_spring
Pod_922	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_923	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_926	1528	1528_halo_chief_343_master	Calendar-ritual_spring
Pod_927	1528	1528_halo_chief_343_master	Calendar-ritual_spring
Pod_928	454	454_currencies_currency_monetary_dollar	Calendar-ritual_spring
Pod_929	472	472_traditional_dhoti_sari_dresses	Calendar-ritual_spring
Pod_930	297	297_copyright_copyrights_copyrighted_royalties	Calendar-ritual_spring
Pod_931	255	255_princess_duchess_prince_countess	Calendar-ritual_spring
Pod_932	2249	2249_lily_robin_episode_doppelganger	Calendar-ritual_spring
Pod_933	255	255_princess_duchess_prince_countess	Calendar-ritual_spring
Pod_934	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_935	59	59_airport_airports_airlines_airline	Calendar-ritual_spring
Pod_936	1448	1448_airplay_tv_apple_televisions	Calendar-ritual_spring
Pod_937	1338	1338_eggs_egg_yolks_yolk	Calendar-ritual_spring
Pod_938	938	938_ford_presidency_presidential_presidents	Calendar-ritual_spring
Pod_939	1862	1862_quixotic_literature_chivalric_novel	Calendar-ritual_spring
Pod_941	2229	2229_fifths_fifth_circle_tones	Calendar-ritual_spring
Pod_942	741	741_airing_adult_swim_aqua	Calendar-ritual_spring
Pod_943	741	741_airing_adult_swim_aqua	Calendar-ritual_spring
Pod_944	741	741_airing_adult_swim_aqua	Calendar-ritual_spring
Pod_945	1636	1636_rapper_rappers_rap_diva	Calendar-ritual_spring
Pod_946	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_spring
Pod_947	1862	1862_quixotic_literature_chivalric_novel	Calendar-ritual_spring
Pod_948	913	913_neolithic_archaeological_archaeology_excavations	Calendar-ritual_spring
Pod_949	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_950	2125	2125_libel_celebrity_reportedly_scandals	Calendar-ritual_spring
Pod_951	1581	1581_mix_albums_little_remix	Calendar-ritual_spring
Pod_952	915	915_sparrow_pirates_pirate_privateer	Calendar-ritual_spring
Pod_953	1037	1037_tsar_empress_heir_1762	Calendar-ritual_spring
Pod_954	1901	1901_sat_exams_exam_admissions	Calendar-ritual_spring
Pod_955	1728	1728_medal_medals_presidential_president	Calendar-ritual_spring
Pod_956	915	915_sparrow_pirates_pirate_privateer	Calendar-ritual_spring
Pod_957	1770	1770_bugs_insects_insecticides_pest	Calendar-ritual_spring
Pod_958	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_959	1770	1770_bugs_insects_insecticides_pest	Calendar-ritual_spring
Pod_960	1770	1770_bugs_insects_insecticides_pest	Calendar-ritual_spring
Pod_961	1003	1003_motocross_motorcycle_stunt_bike	Calendar-ritual_spring
Pod_962	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_963	2205	2205_bow_actress_1932_laurels	Calendar-ritual_spring
Pod_964	918	918_hemp_cannabis_textiles_cultivated	Calendar-ritual_spring
Pod_965	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_966	254	254_creole_creoles_lingua_bilingual	Calendar-ritual_spring
Pod_967	2322	2322_moon_drummer_drums_drummers	Calendar-ritual_spring
Pod_968	1700	1700_saints_row_stadia_games	Calendar-ritual_spring
Pod_969	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_970	1513	1513_redheads_redhead_reddish_ginger	Calendar-ritual_spring
Pod_971	506	506_soprano_mafia_joey_carmine	Calendar-ritual_spring
Pod_972	2037	2037_woke_woken_wake_awake	Calendar-ritual_spring
Pod_973	1581	1581_mix_albums_little_remix	Calendar-ritual_spring
Pod_974	441	441_woman_wonder_goddess_feminist	Calendar-ritual_spring
Pod_975	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_976	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_977	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_978	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_979	666	666_nonfiction_bestseller_novelist_autobiography	Calendar-ritual_spring
Pod_980	1591	1591_musician_songs_singers_album	Calendar-ritual_spring
Pod_981	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_spring
Pod_982	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_spring
Pod_983	1721	1721_tithes_genesis_tithe_testament	Calendar-ritual_spring
Pod_984	1013	1013_law_jurisprudence_judicial_statutes	Calendar-ritual_spring
Pod_985	1119	1119_proud_boys_protests_protesters	Calendar-ritual_spring
Pod_986	1915	1915_fate_fates_doctor_doctorate	Calendar-ritual_spring
Pod_987	718	718_nam_chi_southeast_urban	Calendar-ritual_spring
Pod_988	441	441_woman_wonder_goddess_feminist	Calendar-ritual_spring
Pod_989	441	441_woman_wonder_goddess_feminist	Calendar-ritual_spring
Pod_990	441	441_woman_wonder_goddess_feminist	Calendar-ritual_spring
Pod_991	1887	1887_bake_baking_bakery_bakeries	Calendar-ritual_spring
Pod_992	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_993	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_994	177	177_dementia_dementias_neurodegenerative_parkinsonism	Calendar-ritual_spring
Pod_995	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_996	1448	1448_airplay_tv_apple_televisions	Calendar-ritual_spring
Pod_997	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_998	2232	2232_clitoris_position_positions_intercourse	Calendar-ritual_spring
Pod_999	349	349_kiss_toured_concerts_tour	Calendar-ritual_spring
Pod_1000	1100	1100_hill_silent_sequel_remake	Calendar-ritual_spring
Pod_1001	2274	2274_housewives_housewife_cast_reunion	Calendar-ritual_spring
Pod_1002	1003	1003_motocross_motorcycle_stunt_bike	Calendar-ritual_spring
Pod_1003	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_1004	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_1005	10	10_middleweight_fights_punches_welterweight	Calendar-ritual_spring
Pod_1006	10	10_middleweight_fights_punches_welterweight	Calendar-ritual_spring
Pod_1007	10	10_middleweight_fights_punches_welterweight	Calendar-ritual_spring
Pod_1008	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_1009	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_1010	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1011	824	824_gang_gangs_comedies_productions	Calendar-ritual_spring
Pod_1012	2255	2255_northwest_fort_settlers_forts	Calendar-ritual_spring
Pod_1013	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_1014	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_1015	520	520_spice_concert_girls_spicy	Calendar-ritual_spring
Pod_1016	272	272_heraldic_heraldry_gules_arms	Calendar-ritual_spring
Pod_1017	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1018	915	915_sparrow_pirates_pirate_privateer	Calendar-ritual_spring
Pod_1019	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1020	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_1021	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1022	1550	1550_dew_cola_flavors_soda	Calendar-ritual_spring
Pod_1023	64	64_rating_rated_cinematography_film	Calendar-ritual_spring
Pod_1024	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_1025	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_1026	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_1027	551	551_dances_dance_dancers_traditional	Calendar-ritual_spring
Pod_1028	2275	2275_irrigation_sea_waters_salinity	Calendar-ritual_spring
Pod_1029	2090	2090_rose_autobiography_quotes_writing	Calendar-ritual_spring
Pod_1030	2090	2090_rose_autobiography_quotes_writing	Calendar-ritual_spring
Pod_1031	2114	2114_tower_towers_tallest_1889	Calendar-ritual_spring
Pod_1032	390	390_lee_pap_chairman_election	Calendar-ritual_spring
Pod_1033	2182	2182_rebounds_warriors_curry_assists	Calendar-ritual_spring
Pod_1034	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1035	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1036	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1037	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1038	646	646_boots_sequels_sequel_premiered	Calendar-ritual_spring
Pod_1039	2182	2182_rebounds_warriors_curry_assists	Calendar-ritual_spring
Pod_1040	1353	1353_cherry_blossom_cherries_blossoms	Calendar-ritual_spring
Pod_1041	937	937_braking_transmissions_brakes_automatic	Calendar-ritual_spring
Pod_1042	938	938_ford_presidency_presidential_presidents	Calendar-ritual_spring
Pod_1043	2192	2192_sneakers_footwear_shoes_sportswear	Calendar-ritual_spring
Pod_1044	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_1045	938	938_ford_presidency_presidential_presidents	Calendar-ritual_spring
Pod_1046	943	943_stagecoach_ford_cinematography_films	Calendar-ritual_spring
Pod_1047	943	943_stagecoach_ford_cinematography_films	Calendar-ritual_spring
Pod_1048	943	943_stagecoach_ford_cinematography_films	Calendar-ritual_spring
Pod_1049	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_1050	1630	1630_nomadic_deserts_tribes_desert	Calendar-ritual_spring
Pod_1051	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_1052	2131	2131_viewership_viewers_televised_television	Calendar-ritual_spring
Pod_1053	83	83_marvel_spider_marvels_avenger	Calendar-ritual_spring
Pod_1054	1764	1764_microseconds_timestamps_clocks_epoch	Calendar-ritual_spring
Pod_1055	1492	1492_attractiveness_aesthetics_beauty_aesthetic	Calendar-ritual_spring
Pod_1056	2114	2114_tower_towers_tallest_1889	Calendar-ritual_spring
Pod_1057	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_1058	2222	2222_retailer_store_sales_shop	Calendar-ritual_spring
Pod_1059	349	349_kiss_toured_concerts_tour	Calendar-ritual_spring
Pod_1060	349	349_kiss_toured_concerts_tour	Calendar-ritual_spring
Pod_1061	1353	1353_cherry_blossom_cherries_blossoms	Calendar-ritual_spring
Pod_1062	1679	1679_swan_swans_epistemic_theory	Calendar-ritual_spring
Pod_1063	1353	1353_cherry_blossom_cherries_blossoms	Calendar-ritual_spring
Pod_1064	860	860_pastor_pastors_megachurch_evangelical	Calendar-ritual_spring
Pod_1065	1353	1353_cherry_blossom_cherries_blossoms	Calendar-ritual_spring
Pod_1066	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_spring
Pod_1067	606	606_sponsors_sponsorship_sponsor_sponsorships	Calendar-ritual_spring
Pod_1068	1013	1013_law_jurisprudence_judicial_statutes	Calendar-ritual_spring
Pod_1069	63	63_breeds_terrier_terriers_shepherd	Calendar-ritual_spring
Pod_1070	63	63_breeds_terrier_terriers_shepherd	Calendar-ritual_spring
Pod_1071	63	63_breeds_terrier_terriers_shepherd	Calendar-ritual_spring
Pod_1072	177	177_dementia_dementias_neurodegenerative_parkinsonism	Calendar-ritual_spring
Pod_1073	1119	1119_proud_boys_protests_protesters	Calendar-ritual_spring
Pod_1074	145	145_pope_papal_papacy_pontifical	Calendar-ritual_spring
Pod_1075	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_1076	989	989_cook_voyage_voyages_sailed	Calendar-ritual_spring
Pod_1078	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_1079	107	107_anthrax_slayer_thrash_bands	Calendar-ritual_spring
Pod_1080	1813	1813_honeys_honey_honeydew_bees	Calendar-ritual_spring
Pod_1081	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_spring
Pod_1082	1770	1770_bugs_insects_insecticides_pest	Calendar-ritual_spring
Pod_1083	925	925_stones_stone_guitarist_guitarists	Calendar-ritual_spring
Pod_1084	1017	1017_flew_flight_airplane_flying	Calendar-ritual_spring
Pod_1085	1863	1863_rap_rock_album_band	Calendar-ritual_spring
Pod_1086	1852	1852_slim_richest_billionaire_pesos	Calendar-ritual_spring
Pod_1087	1448	1448_airplay_tv_apple_televisions	Calendar-ritual_spring
Pod_1088	1448	1448_airplay_tv_apple_televisions	Calendar-ritual_spring
Pod_1089	1448	1448_airplay_tv_apple_televisions	Calendar-ritual_spring
Pod_1090	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_spring
Pod_1091	1448	1448_airplay_tv_apple_televisions	Calendar-ritual_spring
Pod_1092	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_spring
Pod_1093	925	925_stones_stone_guitarist_guitarists	Calendar-ritual_spring
Pod_1094	2129	2129_fish_cannibalism_tortured_murders	Calendar-ritual_spring
Pod_1095	1134	1134_bell_telephone_telephones_inventor	Calendar-ritual_Summer
Pod_1096	2232	2232_clitoris_position_positions_intercourse	Calendar-ritual_Summer
Pod_1097	350	350_holiday_celebrates_holidays_celebrated	Calendar-ritual_Summer
Pod_1098	350	350_holiday_celebrates_holidays_celebrated	Calendar-ritual_Summer
Pod_1099	1134	1134_bell_telephone_telephones_inventor	Calendar-ritual_Summer
Pod_1100	1199	1199_borscht_recipes_recipe_cuisines	Calendar-ritual_Summer
Pod_1101	1492	1492_attractiveness_aesthetics_beauty_aesthetic	Calendar-ritual_Summer
Pod_1102	2322	2322_moon_drummer_drums_drummers	Calendar-ritual_Summer
Pod_1103	93	93_goaltender_puck_goalie_hockey	Calendar-ritual_Summer
Pod_1104	1492	1492_attractiveness_aesthetics_beauty_aesthetic	Calendar-ritual_Summer
Pod_1105	1743	1743_ant_ants_toured_tour	Calendar-ritual_Summer
Pod_1106	2172	2172_home_sequels_sequel_screenplays	Calendar-ritual_Summer
Pod_1107	520	520_spice_concert_girls_spicy	Calendar-ritual_Summer
Pod_1108	304	304_tsarina_empress_tsar_maria	Calendar-ritual_Summer
Pod_1109	867	867_designers_designer_boutiques_fashion	Calendar-ritual_Summer
Pod_1110	298	298_eastern_daylight_clocks_noon	Calendar-ritual_Summer
Pod_1111	1489	1489_colonists_settlers_colonist_smith	Calendar-ritual_Summer
Pod_1112	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1113	1646	1646_catch_22_circumstance_novel	Calendar-ritual_Summer
Pod_1114	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1115	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1116	272	272_heraldic_heraldry_gules_arms	Calendar-ritual_Summer
Pod_1117	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_Summer
Pod_1118	992	992_linden_lab_copyright_token	Calendar-ritual_Summer
Pod_1119	992	992_linden_lab_copyright_token	Calendar-ritual_Summer
Pod_1121	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1122	1489	1489_colonists_settlers_colonist_smith	Calendar-ritual_Summer
Pod_1123	506	506_soprano_mafia_joey_carmine	Calendar-ritual_Summer
Pod_1124	2169	2169_boiler_turbine_engines_invention	Calendar-ritual_Summer
Pod_1125	2169	2169_boiler_turbine_engines_invention	Calendar-ritual_Summer
Pod_1126	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1127	1477	1477_smartwatch_watches_smartwatches_apple	Calendar-ritual_Summer
Pod_1128	350	350_holiday_celebrates_holidays_celebrated	Calendar-ritual_Summer
Pod_1129	350	350_holiday_celebrates_holidays_celebrated	Calendar-ritual_Summer
Pod_1130	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1131	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1132	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1133	572	572_prix_qualifying_podium_laps	Calendar-ritual_Summer
Pod_1134	1453	1453_campaigned_politician_governor_long	Calendar-ritual_Summer
Pod_1135	304	304_tsarina_empress_tsar_maria	Calendar-ritual_Summer
Pod_1136	2	2_married_divorced_couple_remarried	Calendar-ritual_Summer
Pod_1137	811	811_sizes_paper_sheet_sheets	Calendar-ritual_Summer
Pod_1138	304	304_tsarina_empress_tsar_maria	Calendar-ritual_Summer
Pod_1139	304	304_tsarina_empress_tsar_maria	Calendar-ritual_Summer
Pod_1140	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1141	1668	1668_saffron_botanical_turmeric_cultivated	Calendar-ritual_Summer
Pod_1142	1813	1813_honeys_honey_honeydew_bees	Calendar-ritual_Summer
Pod_1143	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_Summer
Pod_1144	2222	2222_retailer_store_sales_shop	Calendar-ritual_Summer
Pod_1145	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_Summer
Pod_1146	1237	1237_milk_milkshake_mayor_foster	Calendar-ritual_Summer
Pod_1147	506	506_soprano_mafia_joey_carmine	Calendar-ritual_Summer
Pod_1148	415	415_deforestation_reforestation_forestry_forests	Calendar-ritual_Summer
Pod_1149	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1150	332	332_tabby_cat_feline_cats	Calendar-ritual_Summer
Pod_1151	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1152	1581	1581_mix_albums_little_remix	Calendar-ritual_Summer
Pod_1153	2322	2322_moon_drummer_drums_drummers	Calendar-ritual_Summer
Pod_1154	1790	1790_cents_coins_monetary_shillings	Calendar-ritual_Summer
Pod_1155	1698	1698_cellar_cellars_imprisonment_captives	Calendar-ritual_Summer
Pod_1156	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1157	2346	2346_marriages_cohabitation_marriage_heterosexuals	Calendar-ritual_Summer
Pod_1158	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1159	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1160	2333	2333_bob_hope_honorary_biography	Calendar-ritual_Summer
Pod_1161	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1162	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1163	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1164	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1165	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1166	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1167	520	520_spice_concert_girls_spicy	Calendar-ritual_Summer
Pod_1168	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1169	1043	1043_cloud_clouds_azure_virtualization	Calendar-ritual_Summer
Pod_1170	1394	1394_brothers_nick_band_songs	Calendar-ritual_Summer
Pod_1171	304	304_tsarina_empress_tsar_maria	Calendar-ritual_Summer
Pod_1172	606	606_sponsors_sponsorship_sponsor_sponsorships	Calendar-ritual_Summer
Pod_1173	415	415_deforestation_reforestation_forestry_forests	Calendar-ritual_Summer
Pod_1174	415	415_deforestation_reforestation_forestry_forests	Calendar-ritual_Summer
Pod_1175	1758	1758_noblewomen_empress_maids_governesses	Calendar-ritual_Summer
Pod_1176	515	515_ribbons_ribbon_gallantry_medals	Calendar-ritual_Summer
Pod_1177	515	515_ribbons_ribbon_gallantry_medals	Calendar-ritual_Summer
Pod_1178	515	515_ribbons_ribbon_gallantry_medals	Calendar-ritual_Summer
Pod_1179	2367	2367_critical_thinking_reasoned_reflective	Calendar-ritual_Summer
Pod_1180	2367	2367_critical_thinking_reasoned_reflective	Calendar-ritual_Summer
Pod_1181	2	2_married_divorced_couple_remarried	Calendar-ritual_Summer
Pod_1182	520	520_spice_concert_girls_spicy	Calendar-ritual_Summer
Pod_1183	520	520_spice_concert_girls_spicy	Calendar-ritual_Summer
Pod_1184	2367	2367_critical_thinking_reasoned_reflective	Calendar-ritual_Summer
Pod_1185	1297	1297_hello_greeting_cat_cuteness	Calendar-ritual_Summer
Pod_1186	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_Summer
Pod_1187	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1188	1863	1863_rap_rock_album_band	Calendar-ritual_Summer
Pod_1189	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1190	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1191	606	606_sponsors_sponsorship_sponsor_sponsorships	Calendar-ritual_Summer
Pod_1192	369	369_novel_scout_rye_nonfiction	Calendar-ritual_Summer
Pod_1193	1926	1926_duchess_duke_royal_potters	Calendar-ritual_Summer
Pod_1194	992	992_linden_lab_copyright_token	Calendar-ritual_Summer
Pod_1195	2108	2108_wu_han_tung_qi	Calendar-ritual_Summer
Pod_1196	938	938_ford_presidency_presidential_presidents	Calendar-ritual_Summer
Pod_1197	1528	1528_halo_chief_343_master	Calendar-ritual_Summer
Pod_1198	2154	2154_studios_lions_acquisitions_paramount	Calendar-ritual_Summer
Pod_1199	2096	2096_actor_peck_gangster_actors	Calendar-ritual_Summer
Pod_1200	1119	1119_proud_boys_protests_protesters	Calendar-ritual_Summer
Pod_1201	2222	2222_retailer_store_sales_shop	Calendar-ritual_Summer
Pod_1202	1528	1528_halo_chief_343_master	Calendar-ritual_Summer
Pod_1203	2190	2190_wiggle_band_entertainers_concert	Calendar-ritual_Summer
Pod_1204	1813	1813_honeys_honey_honeydew_bees	Calendar-ritual_Summer
Pod_1205	7	7_touchdowns_interceptions_quarterback_touchdown	Calendar-ritual_Summer
Pod_1206	2190	2190_wiggle_band_entertainers_concert	Calendar-ritual_Summer
Pod_1207	1755	1755_loaf_meat_duet_duets	Calendar-ritual_Summer
Pod_1208	2190	2190_wiggle_band_entertainers_concert	Calendar-ritual_Summer
Pod_1209	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1210	646	646_boots_sequels_sequel_premiered	Calendar-ritual_Summer
Pod_1211	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1212	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1213	1596	1596_sky_gaming_gameplay_gamer	Calendar-ritual_Summer
Pod_1214	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1215	2159	2159_crops_agriculture_agricultural_maize	Calendar-ritual_Summer
Pod_1216	938	938_ford_presidency_presidential_presidents	Calendar-ritual_Summer
Pod_1217	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1218	1813	1813_honeys_honey_honeydew_bees	Calendar-ritual_Summer
Pod_1219	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1220	334	334_boulevard_celebrity_fame_celebrities	Calendar-ritual_Summer
Pod_1221	1756	1756_horse_horses_cavalry_rode	Calendar-ritual_Summer
Pod_1222	1877	1877_zombie_walkers_zombies_walking	Calendar-ritual_Summer
