model,label,support,precision,recall,f1,confusion_rate,top_confused_with,top_confused_pct
Linear_SVM,et,20,0.0,0.0,0.0,1.0,uk,0.45
Linear_SVM,nl,29,0.5,0.2414,0.3256,0.7586,uk,0.4138
Linear_SVM,cs,42,0.5,0.3333,0.4,0.6667,uk,0.4762
Linear_SVM,uk,52,0.3621,0.8077,0.5,0.1923,cs,0.0962
Linear_SVM,ko,96,0.6914,0.5833,0.6328,0.4167,uk,0.3437
