id,assigned_topic,topic_label,top_topic_prob
HPod_1,11,11_plow_peasants_plows_pasture,0.5982822
HPod_4,40,40_deer_hunting_hunter_little song,0.47992364
HPod_9,40,40_deer_hunting_hunter_little song,0.51391375
HPod_11,21,21_parish_young lady_young ladies_priests,0.4229462
HPod_12,30,30_soldier_soldiers_army_military,0.22236015
HPod_13,35,35_jang_thatched house_pine grove_pine forest,0.72021306
HPod_15,22,22_wooden shoes_shoe_shoes_soles,0.4139098
HPod_16,34,34_christmas_merry_gifts_singing,1.0
HPod_18,0,0_jade_fairy_spirit_dung,0.0
HPod_19,27,27_stork_reeds_legs_calf,0.33600906
HPod_21,31,31_wreath_wreaths_hung_candle,0.18129222
HPod_22,21,21_parish_young lady_young ladies_priests,0.8355868
HPod_23,10,10_street_streets_corner_neighborhood,0.8465207
HPod_24,32,32_tar_washed_black_old white,0.37498486
HPod_27,11,11_plow_peasants_plows_pasture,0.24211997
HPod_28,0,0_jade_fairy_spirit_dung,0.0
HPod_30,30,30_soldier_soldiers_army_military,0.40828237
HPod_31,19,19_grandmother_old grandmother_aunt_old lady,0.42813683
HPod_32,30,30_soldier_soldiers_army_military,0.26501086
HPod_33,31,31_wreath_wreaths_hung_candle,0.4118259
HPod_34,1,1_wedding_bride_bridegroom_marriage,0.28679863
HPod_37,36,36_barley field_trees_birch forest_apple trees,0.38820845
HPod_41,32,32_tar_washed_black_old white,1.0
HPod_42,45,45_baby sleeps_proud_pride_baby sleep,0.54164547
HPod_43,40,40_deer_hunting_hunter_little song,0.3108749
HPod_44,34,34_christmas_merry_gifts_singing,0.5701215
HPod_45,23,23_cat_paw_little dog_pot,0.42039177
HPod_46,30,30_soldier_soldiers_army_military,0.8116083
HPod_48,4,4_beer_drinks_drunken_drink,0.3630218
HPod_49,35,35_jang_thatched house_pine grove_pine forest,1.0
HPod_50,36,36_barley field_trees_birch forest_apple trees,0.62217003
HPod_51,2,2_lullaby lullaby_lullaby_baby sleeps_baby sleep,0.4527477
HPod_52,34,34_christmas_merry_gifts_singing,0.2259777
HPod_53,0,0_jade_fairy_spirit_dung,0.0
HPod_54,16,16_seedling bed_mistress_sister law_seedling,0.5607309
