item_id,download_link
gunwi-0421,http://urisori.co.kr/sound/origin/gb/gunwi/gunwi-0421.mp3
myeongju-0706,http://urisori.co.kr/sound/origin/gw/myeongju/myeongju-0706.mp3
cheolwon-1221,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-1221.mp3
mungyeong-0211,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0211.mp3
samcheok-0605,http://urisori.co.kr/sound/origin/gw/samcheok/samcheok-0605.mp3
buyeo-0514,http://urisori.co.kr/sound/origin/cn/buyeo/buyeo-0514.mp3
muan-0515,http://urisori.co.kr/sound/origin/jn/muan/muan-0515.mp3
yeocheon-0318,http://urisori.co.kr/sound/origin/jn/yeocheon/yeocheon-0318.mp3
wonju-0806,http://urisori.co.kr/sound/origin/gw/wonju/wonju-0806.mp3
cheolwon-0408,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0408.mp3
chilgok-0110,http://urisori.co.kr/sound/origin/gb/chilgok/chilgok-0110.mp3
hongcheon-0505,http://urisori.co.kr/sound/origin/gw/hongcheon/hongcheon-0505.mp3
seongju-0423,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0423.mp3
gwangjusi-0205,http://urisori.co.kr/sound/origin/jn/gwangjusi/gwangjusi-0205.mp3
sinan-1016,http://urisori.co.kr/sound/origin/jn/sinan/sinan-1016.mp3
jinan-0421,http://urisori.co.kr/sound/origin/jb/jinan/jinan-0421.mp3
geoje-0418,http://urisori.co.kr/sound/origin/gn/geoje/geoje-0418.mp3
seonsan-0102,http://urisori.co.kr/sound/origin/gb/seonsan/seonsan-0102.mp3
hamyang-0507,http://urisori.co.kr/sound/origin/gn/hamyang/hamyang-0507.mp3
nonsan-0202,http://urisori.co.kr/sound/origin/cn/nonsan/nonsan-0202.mp3
myeongju-0717,http://urisori.co.kr/sound/origin/gw/myeongju/myeongju-0717.mp3
wando-0724,http://urisori.co.kr/sound/origin/jn/wando/wando-0724.mp3
yeongil-0522,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0522.mp3
taean-0408,http://urisori.co.kr/sound/origin/cn/taean/taean-0408.mp3
yeongyang-0227,http://urisori.co.kr/sound/origin/gb/yeongyang/yeongyang-0227.mp3
sinan-0916,http://urisori.co.kr/sound/origin/jn/sinan/sinan-0916.mp3
yeongil-0347,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0347.mp3
yeongil-0624,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0624.mp3
wando-0518,http://urisori.co.kr/sound/origin/jn/wando/wando-0518.mp3
gwangyang-0108,http://urisori.co.kr/sound/origin/jn/gwangyang/gwangyang-0108.mp3
gochang-0309,http://urisori.co.kr/sound/origin/jb/gochang/gochang-0309.mp3
sangju-1042,http://urisori.co.kr/sound/origin/gb/sangju/sangju-1042.mp3
goryeong-0615,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0615.mp3
euiseong-0250,http://urisori.co.kr/sound/origin/gb/euiseong/euiseong-0250.mp3
gochang-0305,http://urisori.co.kr/sound/origin/jb/gochang/gochang-0305.mp3
sancheong-0526,http://urisori.co.kr/sound/origin/gn/sancheong/sancheong-0526.mp3
chilgok-0403,http://urisori.co.kr/sound/origin/gb/chilgok/chilgok-0403.mp3
samcheonpo-0101,http://urisori.co.kr/sound/origin/gn/samcheonpo/samcheonpo-0101.mp3
dalseong-0319,http://urisori.co.kr/sound/origin/gb/dalseong/dalseong-0319.mp3
tongyeong-0737,http://urisori.co.kr/sound/origin/gn/tongyeong/tongyeong-0737.mp3
geumreung-0523,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0523.mp3
daegu-0604,http://urisori.co.kr/sound/origin/gb/daegu/daegu-0604.mp3
jindo-0729,http://urisori.co.kr/sound/origin/jn/jindo/jindo-0729.mp3
muan-0326,http://urisori.co.kr/sound/origin/jn/muan/muan-0326.mp3
bukjeju-0810,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-0810.mp3
gochang-0420,http://urisori.co.kr/sound/origin/jb/gochang/gochang-0420.mp3
yeongam-0402,http://urisori.co.kr/sound/origin/jn/yeongam/yeongam-0402.mp3
jungwon-0502,http://urisori.co.kr/sound/origin/cb/jungwon/jungwon-0502.mp3
sangju-1332,http://urisori.co.kr/sound/origin/gb/sangju/sangju-1332.mp3
chungmu-0110,http://urisori.co.kr/sound/origin/gn/chungmu/chungmu-0110.mp3
gyeongju-0305,http://urisori.co.kr/sound/origin/gb/gyeongju/gyeongju-0305.mp3
yecheon-0707,http://urisori.co.kr/sound/origin/gb/yecheon/yecheon-0707.mp3
cheongsong-0228,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0228.mp3
gyeongsan-0703,http://urisori.co.kr/sound/origin/gb/gyeongsan/gyeongsan-0703.mp3
yangyang-1516,http://urisori.co.kr/sound/origin/gw/yangyang/yangyang-1516.mp3
dalseong-0124,http://urisori.co.kr/sound/origin/gb/dalseong/dalseong-0124.mp3
gyeongsan-0308,http://urisori.co.kr/sound/origin/gb/gyeongsan/gyeongsan-0308.mp3
bonghwa-0629,http://urisori.co.kr/sound/origin/gb/bonghwa/bonghwa-0629.mp3
yangsan-0111,http://urisori.co.kr/sound/origin/gn/yangsan/yangsan-0111.mp3
gapyeong-0108,http://urisori.co.kr/sound/origin/gg/gapyeong/gapyeong-0108.mp3
wanju-0308,http://urisori.co.kr/sound/origin/jb/wanju/wanju-0308.mp3
euiseong-0723,http://urisori.co.kr/sound/origin/gb/euiseong/euiseong-0723.mp3
seongju-0604,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0604.mp3
jeongseon-0805,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-0805.mp3
geumsan-0405,http://urisori.co.kr/sound/origin/cn/geumsan/geumsan-0405.mp3
hamyang-0510,http://urisori.co.kr/sound/origin/gn/hamyang/hamyang-0510.mp3
yecheon-0321,http://urisori.co.kr/sound/origin/gb/yecheon/yecheon-0321.mp3
cheolwon-1207,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-1207.mp3
chilgok-0412,http://urisori.co.kr/sound/origin/gb/chilgok/chilgok-0412.mp3
geumreung-0516,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0516.mp3
milyang-0301,http://urisori.co.kr/sound/origin/gn/milyang/milyang-0301.mp3
nonsan-0803,http://urisori.co.kr/sound/origin/cn/nonsan/nonsan-0803.mp3
imsil-0808,http://urisori.co.kr/sound/origin/jb/imsil/imsil-0808.mp3
gwangjusi-0119,http://urisori.co.kr/sound/origin/jn/gwangjusi/gwangjusi-0119.mp3
pyeongchang-0606,http://urisori.co.kr/sound/origin/gw/pyeongchang/pyeongchang-0606.mp3
hwaseong-0114,http://urisori.co.kr/sound/origin/gg/hwaseong/hwaseong-0114.mp3
yecheon-0417,http://urisori.co.kr/sound/origin/gb/yecheon/yecheon-0417.mp3
naju-0326,http://urisori.co.kr/sound/origin/jn/naju/naju-0326.mp3
gunwi-0213,http://urisori.co.kr/sound/origin/gb/gunwi/gunwi-0213.mp3
daegu-0703,http://urisori.co.kr/sound/origin/gb/daegu/daegu-0703.mp3
gimje-0403,http://urisori.co.kr/sound/origin/jb/gimje/gimje-0403.mp3
goryeong-0503,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0503.mp3
geumsan-1114,http://urisori.co.kr/sound/origin/cn/geumsan/geumsan-1114.mp3
cheolwon-0701,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0701.mp3
seongju-0828,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0828.mp3
mungyeong-0135,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0135.mp3
boseong-0140,http://urisori.co.kr/sound/origin/jn/boseong/boseong-0140.mp3
gumi-0108,http://urisori.co.kr/sound/origin/gb/gumi/gumi-0108.mp3
muju-0720,http://urisori.co.kr/sound/origin/jb/muju/muju-0720.mp3
sangju-0307,http://urisori.co.kr/sound/origin/gb/sangju/sangju-0307.mp3
seongju-0123,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0123.mp3
jungwon-0303,http://urisori.co.kr/sound/origin/cb/jungwon/jungwon-0303.mp3
sancheong-0115,http://urisori.co.kr/sound/origin/gn/sancheong/sancheong-0115.mp3
namjeju-0511,http://urisori.co.kr/sound/origin/jj/namjeju/namjeju-0511.mp3
goheung-0207,http://urisori.co.kr/sound/origin/jn/goheung/goheung-0207.mp3
hadong-0713,http://urisori.co.kr/sound/origin/gn/hadong/hadong-0713.mp3
buyeo-0706,http://urisori.co.kr/sound/origin/cn/buyeo/buyeo-0706.mp3
seongju-0611,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0611.mp3
bukjeju-0601,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-0601.mp3
gangjin-0809,http://urisori.co.kr/sound/origin/jn/gangjin/gangjin-0809.mp3
muan-0702,http://urisori.co.kr/sound/origin/jn/muan/muan-0702.mp3
ulsan-0816,http://urisori.co.kr/sound/origin/gn/ulsan/ulsan-0816.mp3
yanggu-0117,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0117.mp3
andong-0506,http://urisori.co.kr/sound/origin/gb/andong/andong-0506.mp3
cheolwon-1116,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-1116.mp3
yeocheon-0231,http://urisori.co.kr/sound/origin/jn/yeocheon/yeocheon-0231.mp3
gyeongju-0617,http://urisori.co.kr/sound/origin/gb/gyeongju/gyeongju-0617.mp3
inje-0513,http://urisori.co.kr/sound/origin/gw/inje/inje-0513.mp3
seocheon-0402,http://urisori.co.kr/sound/origin/cn/seocheon/seocheon-0402.mp3
chuncheon-0202,http://urisori.co.kr/sound/origin/gw/chuncheon/chuncheon-0202.mp3
yeongcheon-0310,http://urisori.co.kr/sound/origin/gb/yeongcheon/yeongcheon-0310.mp3
yanggu-1001,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-1001.mp3
jungwon-0339,http://urisori.co.kr/sound/origin/cb/jungwon/jungwon-0339.mp3
andong-0714,http://urisori.co.kr/sound/origin/gb/andong/andong-0714.mp3
hapcheon-0303,http://urisori.co.kr/sound/origin/gn/hapcheon/hapcheon-0303.mp3
bukjeju-1705,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-1705.mp3
muju-0733,http://urisori.co.kr/sound/origin/jb/muju/muju-0733.mp3
gimhae-0517,http://urisori.co.kr/sound/origin/gn/gimhae/gimhae-0517.mp3
goheung-0228,http://urisori.co.kr/sound/origin/jn/goheung/goheung-0228.mp3
wanju-0408,http://urisori.co.kr/sound/origin/jb/wanju/wanju-0408.mp3
yeongi-0301,http://urisori.co.kr/sound/origin/cn/yeongi/yeongi-0301.mp3
cheongsong-0603,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0603.mp3
bukjeju-1415,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-1415.mp3
sangju-1007,http://urisori.co.kr/sound/origin/gb/sangju/sangju-1007.mp3
gwangju-0409,http://urisori.co.kr/sound/origin/gg/gwangju/gwangju-0409.mp3
yeongwol-0406,http://urisori.co.kr/sound/origin/gw/yeongwol/yeongwol-0406.mp3
goesan-0203,http://urisori.co.kr/sound/origin/cb/goesan/goesan-0203.mp3
hongcheon-0702,http://urisori.co.kr/sound/origin/gw/hongcheon/hongcheon-0702.mp3
boeun-0220,http://urisori.co.kr/sound/origin/cb/boeun/boeun-0220.mp3
geumreung-0512,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0512.mp3
cheongsong-0201,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0201.mp3
muan-0206,http://urisori.co.kr/sound/origin/jn/muan/muan-0206.mp3
geumreung-0628,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0628.mp3
wanju-0412,http://urisori.co.kr/sound/origin/jb/wanju/wanju-0412.mp3
cheolwon-1004,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-1004.mp3
yeongil-0717,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0717.mp3
namjeju-0902,http://urisori.co.kr/sound/origin/jj/namjeju/namjeju-0902.mp3
jeongseon-1101,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-1101.mp3
geoje-0305,http://urisori.co.kr/sound/origin/gn/geoje/geoje-0305.mp3
yeongam-0535,http://urisori.co.kr/sound/origin/jn/yeongam/yeongam-0535.mp3
ulreung-0507,http://urisori.co.kr/sound/origin/gb/ulreung/ulreung-0507.mp3
myeongju-0408,http://urisori.co.kr/sound/origin/gw/myeongju/myeongju-0408.mp3
gn.goseong-0534,http://urisori.co.kr/sound/origin/gn/gn.goseong/gn.goseong-0534.mp3
jeongseon-0719,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-0719.mp3
gangjin-0201,http://urisori.co.kr/sound/origin/jn/gangjin/gangjin-0201.mp3
daegu-0347,http://urisori.co.kr/sound/origin/gb/daegu/daegu-0347.mp3
gokseong-0102,http://urisori.co.kr/sound/origin/jn/gokseong/gokseong-0102.mp3
geochang-0217,http://urisori.co.kr/sound/origin/gn/geochang/geochang-0217.mp3
cheongsong-0523,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0523.mp3
hwacheon-0220,http://urisori.co.kr/sound/origin/gw/hwacheon/hwacheon-0220.mp3
seocheon-0316,http://urisori.co.kr/sound/origin/cn/seocheon/seocheon-0316.mp3
gn.goseong-0403,http://urisori.co.kr/sound/origin/gn/gn.goseong/gn.goseong-0403.mp3
hongcheon-1312,http://urisori.co.kr/sound/origin/gw/hongcheon/hongcheon-1312.mp3
wanju-0414,http://urisori.co.kr/sound/origin/jb/wanju/wanju-0414.mp3
cheolwon-0904,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0904.mp3
goesan-0312,http://urisori.co.kr/sound/origin/cb/goesan/goesan-0312.mp3
yangyang-0505,http://urisori.co.kr/sound/origin/gw/yangyang/yangyang-0505.mp3
gyeongsan-0317,http://urisori.co.kr/sound/origin/gb/gyeongsan/gyeongsan-0317.mp3
yangyang-0309,http://urisori.co.kr/sound/origin/gw/yangyang/yangyang-0309.mp3
mungyeong-0514,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0514.mp3
yeongil-0215,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0215.mp3
boryeong-0223,http://urisori.co.kr/sound/origin/cn/boryeong/boryeong-0223.mp3
ulsan-0501,http://urisori.co.kr/sound/origin/gn/ulsan/ulsan-0501.mp3
yeongwol-0527,http://urisori.co.kr/sound/origin/gw/yeongwol/yeongwol-0527.mp3
hoengseong-0307,http://urisori.co.kr/sound/origin/gw/hoengseong/hoengseong-0307.mp3
mungyeong-0105,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0105.mp3
hwasun-0302,http://urisori.co.kr/sound/origin/jn/hwasun/hwasun-0302.mp3
gangjin-0221,http://urisori.co.kr/sound/origin/jn/gangjin/gangjin-0221.mp3
gw.goseong-0933,http://urisori.co.kr/sound/origin/gw/gw.goseong/gw.goseong-0933.mp3
jeongeup-0437,http://urisori.co.kr/sound/origin/jb/jeongeup/jeongeup-0437.mp3
jangheung-0504,http://urisori.co.kr/sound/origin/jn/jangheung/jangheung-0504.mp3
taean-0406,http://urisori.co.kr/sound/origin/cn/taean/taean-0406.mp3
uljin-0828,http://urisori.co.kr/sound/origin/gb/uljin/uljin-0828.mp3
muju-0806,http://urisori.co.kr/sound/origin/jb/muju/muju-0806.mp3
gn.goseong-0504,http://urisori.co.kr/sound/origin/gn/gn.goseong/gn.goseong-0504.mp3
mungyeong-0431,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0431.mp3
wonju-0908,http://urisori.co.kr/sound/origin/gw/wonju/wonju-0908.mp3
chilgok-0417,http://urisori.co.kr/sound/origin/gb/chilgok/chilgok-0417.mp3
jeongeup-0442,http://urisori.co.kr/sound/origin/jb/jeongeup/jeongeup-0442.mp3
gangreung-0106,http://urisori.co.kr/sound/origin/gw/gangreung/gangreung-0106.mp3
euiryeong-0502,http://urisori.co.kr/sound/origin/gn/euiryeong/euiryeong-0502.mp3
boseong-0121,http://urisori.co.kr/sound/origin/jn/boseong/boseong-0121.mp3
wando-0233,http://urisori.co.kr/sound/origin/jn/wando/wando-0233.mp3
cheolwon-0416,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0416.mp3
seongju-0522,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0522.mp3
seongju-0706,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0706.mp3
jeongseon-0408,http://urisori.co.kr/sound/origin/gw/jeongseon/jeongseon-0408.mp3
gimje-0508,http://urisori.co.kr/sound/origin/jb/gimje/gimje-0508.mp3
icheon-0507,http://urisori.co.kr/sound/origin/gg/icheon/icheon-0507.mp3
haenam-0404,http://urisori.co.kr/sound/origin/jn/haenam/haenam-0404.mp3
wando-0212,http://urisori.co.kr/sound/origin/jn/wando/wando-0212.mp3
cheonan-0103,http://urisori.co.kr/sound/origin/cn/cheonan/cheonan-0103.mp3
cheolwon-0302,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0302.mp3
euiryeong-0504,http://urisori.co.kr/sound/origin/gn/euiryeong/euiryeong-0504.mp3
yeocheon-0219,http://urisori.co.kr/sound/origin/jn/yeocheon/yeocheon-0219.mp3
mungyeong-0417,http://urisori.co.kr/sound/origin/gb/mungyeong/mungyeong-0417.mp3
anseong-0103,http://urisori.co.kr/sound/origin/gg/anseong/anseong-0103.mp3
ulsan-0701,http://urisori.co.kr/sound/origin/gn/ulsan/ulsan-0701.mp3
bukjeju-0109,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-0109.mp3
cheongsong-0530,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0530.mp3
yanggu-0830,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0830.mp3
cheongsong-0532,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0532.mp3
gimhae-0206,http://urisori.co.kr/sound/origin/gn/gimhae/gimhae-0206.mp3
gimhae-0203,http://urisori.co.kr/sound/origin/gn/gimhae/gimhae-0203.mp3
wando-0706,http://urisori.co.kr/sound/origin/jn/wando/wando-0706.mp3
jindo-0231,http://urisori.co.kr/sound/origin/jn/jindo/jindo-0231.mp3
gimpo-0303,http://urisori.co.kr/sound/origin/gg/gimpo/gimpo-0303.mp3
yeongil-0503,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0503.mp3
euiseong-0405,http://urisori.co.kr/sound/origin/gb/euiseong/euiseong-0405.mp3
yanggu-0305,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0305.mp3
gw.goseong-0936,http://urisori.co.kr/sound/origin/gw/gw.goseong/gw.goseong-0936.mp3
euiryeong-0111,http://urisori.co.kr/sound/origin/gn/euiryeong/euiryeong-0111.mp3
gangjin-0327,http://urisori.co.kr/sound/origin/jn/gangjin/gangjin-0327.mp3
goryeong-0203,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0203.mp3
taean-0208,http://urisori.co.kr/sound/origin/cn/taean/taean-0208.mp3
geumreung-0714,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0714.mp3
imsil-0516,http://urisori.co.kr/sound/origin/jb/imsil/imsil-0516.mp3
daejeon-0607,http://urisori.co.kr/sound/origin/cn/daejeon/daejeon-0607.mp3
ulreung-0236,http://urisori.co.kr/sound/origin/gb/ulreung/ulreung-0236.mp3
cheongdo-0715,http://urisori.co.kr/sound/origin/gb/cheongdo/cheongdo-0715.mp3
okcheon-0206,http://urisori.co.kr/sound/origin/cb/okcheon/okcheon-0206.mp3
jecheon-0210,http://urisori.co.kr/sound/origin/cb/jecheon/jecheon-0210.mp3
yeongi-0404,http://urisori.co.kr/sound/origin/cn/yeongi/yeongi-0404.mp3
namhae-0109,http://urisori.co.kr/sound/origin/gn/namhae/namhae-0109.mp3
milyang-0807,http://urisori.co.kr/sound/origin/gn/milyang/milyang-0807.mp3
yanggu-0920,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0920.mp3
hwacheon-0915,http://urisori.co.kr/sound/origin/gw/hwacheon/hwacheon-0915.mp3
seongju-0714,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0714.mp3
geumreung-0501,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0501.mp3
pyeongchang-1007,http://urisori.co.kr/sound/origin/gw/pyeongchang/pyeongchang-1007.mp3
goryeong-0532,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0532.mp3
namwon-0513,http://urisori.co.kr/sound/origin/jb/namwon/namwon-0513.mp3
gochang-0403,http://urisori.co.kr/sound/origin/jb/gochang/gochang-0403.mp3
inje-0719,http://urisori.co.kr/sound/origin/gw/inje/inje-0719.mp3
bonghwa-0816,http://urisori.co.kr/sound/origin/gb/bonghwa/bonghwa-0816.mp3
gyeongju-0210,http://urisori.co.kr/sound/origin/gb/gyeongju/gyeongju-0210.mp3
goheung-0224,http://urisori.co.kr/sound/origin/jn/goheung/goheung-0224.mp3
goryeong-0506,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0506.mp3
ganghwa-0202,http://urisori.co.kr/sound/origin/gg/ganghwa/ganghwa-0202.mp3
cheolwon-0803,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0803.mp3
seonsan-0329,http://urisori.co.kr/sound/origin/gb/seonsan/seonsan-0329.mp3
chilgok-0106,http://urisori.co.kr/sound/origin/gb/chilgok/chilgok-0106.mp3
namjeju-0612,http://urisori.co.kr/sound/origin/jj/namjeju/namjeju-0612.mp3
daegu-0427,http://urisori.co.kr/sound/origin/gb/daegu/daegu-0427.mp3
geumreung-0608,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0608.mp3
yeongil-0309,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0309.mp3
haman-0324,http://urisori.co.kr/sound/origin/gn/haman/haman-0324.mp3
taean-0502,http://urisori.co.kr/sound/origin/cn/taean/taean-0502.mp3
cheongsong-0504,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0504.mp3
gyeongsan-0106,http://urisori.co.kr/sound/origin/gb/gyeongsan/gyeongsan-0106.mp3
yanggu-0806,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0806.mp3
yecheon-0961,http://urisori.co.kr/sound/origin/gb/yecheon/yecheon-0961.mp3
imsil-0235,http://urisori.co.kr/sound/origin/jb/imsil/imsil-0235.mp3
cheolwon-1311,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-1311.mp3
buyeo-0115,http://urisori.co.kr/sound/origin/cn/buyeo/buyeo-0115.mp3
sunchang-0412,http://urisori.co.kr/sound/origin/jb/sunchang/sunchang-0412.mp3
jincheon-0307,http://urisori.co.kr/sound/origin/cb/jincheon/jincheon-0307.mp3
goryeong-0311,http://urisori.co.kr/sound/origin/gb/goryeong/goryeong-0311.mp3
damyang-0419,http://urisori.co.kr/sound/origin/jn/damyang/damyang-0419.mp3
sangju-1436,http://urisori.co.kr/sound/origin/gb/sangju/sangju-1436.mp3
yeonggwang-0519,http://urisori.co.kr/sound/origin/jn/yeonggwang/yeonggwang-0519.mp3
geumreung-0726,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0726.mp3
gochang-0740,http://urisori.co.kr/sound/origin/jb/gochang/gochang-0740.mp3
gyeongju-0704,http://urisori.co.kr/sound/origin/gb/gyeongju/gyeongju-0704.mp3
cheongsong-0621,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0621.mp3
milyang-1302,http://urisori.co.kr/sound/origin/gn/milyang/milyang-1302.mp3
changnyeong-0321,http://urisori.co.kr/sound/origin/gn/changnyeong/changnyeong-0321.mp3
wanju-0425,http://urisori.co.kr/sound/origin/jb/wanju/wanju-0425.mp3
naju-0404,http://urisori.co.kr/sound/origin/jn/naju/naju-0404.mp3
euiseong-0734,http://urisori.co.kr/sound/origin/gb/euiseong/euiseong-0734.mp3
hapcheon-0102,http://urisori.co.kr/sound/origin/gn/hapcheon/hapcheon-0102.mp3
buyeo-0508,http://urisori.co.kr/sound/origin/cn/buyeo/buyeo-0508.mp3
euiseong-0726,http://urisori.co.kr/sound/origin/gb/euiseong/euiseong-0726.mp3
gn.goseong-0602,http://urisori.co.kr/sound/origin/gn/gn.goseong/gn.goseong-0602.mp3
yeonggwang-0213,http://urisori.co.kr/sound/origin/jn/yeonggwang/yeonggwang-0213.mp3
sinan-0823,http://urisori.co.kr/sound/origin/jn/sinan/sinan-0823.mp3
geumreung-0142,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0142.mp3
iksan-0402,http://urisori.co.kr/sound/origin/jb/iksan/iksan-0402.mp3
jungwon-0412,http://urisori.co.kr/sound/origin/cb/jungwon/jungwon-0412.mp3
yeongdeok-0137,http://urisori.co.kr/sound/origin/gb/yeongdeok/yeongdeok-0137.mp3
jinan-0605,http://urisori.co.kr/sound/origin/jb/jinan/jinan-0605.mp3
gyeongju-0106,http://urisori.co.kr/sound/origin/gb/gyeongju/gyeongju-0106.mp3
goheung-0219,http://urisori.co.kr/sound/origin/jn/goheung/goheung-0219.mp3
seosan-0106,http://urisori.co.kr/sound/origin/cn/seosan/seosan-0106.mp3
ulsan-0424,http://urisori.co.kr/sound/origin/gn/ulsan/ulsan-0424.mp3
geumreung-0502,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0502.mp3
boeun-0207,http://urisori.co.kr/sound/origin/cb/boeun/boeun-0207.mp3
gw.goseong-0517,http://urisori.co.kr/sound/origin/gw/gw.goseong/gw.goseong-0517.mp3
daegu-0305,http://urisori.co.kr/sound/origin/gb/daegu/daegu-0305.mp3
hapcheon-0511,http://urisori.co.kr/sound/origin/gn/hapcheon/hapcheon-0511.mp3
hwasun-0417,http://urisori.co.kr/sound/origin/jn/hwasun/hwasun-0417.mp3
bukjeju-0104,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-0104.mp3
gunwi-0420,http://urisori.co.kr/sound/origin/gb/gunwi/gunwi-0420.mp3
milyang-1008,http://urisori.co.kr/sound/origin/gn/milyang/milyang-1008.mp3
hampyeong-0305,http://urisori.co.kr/sound/origin/jn/hampyeong/hampyeong-0305.mp3
chilgok-0426,http://urisori.co.kr/sound/origin/gb/chilgok/chilgok-0426.mp3
hamyang-0602,http://urisori.co.kr/sound/origin/gn/hamyang/hamyang-0602.mp3
jindo-0414,http://urisori.co.kr/sound/origin/jn/jindo/jindo-0414.mp3
bukjeju-0916,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-0916.mp3
wando-0119,http://urisori.co.kr/sound/origin/jn/wando/wando-0119.mp3
gimje-0413,http://urisori.co.kr/sound/origin/jb/gimje/gimje-0413.mp3
yeongdeok-0139,http://urisori.co.kr/sound/origin/gb/yeongdeok/yeongdeok-0139.mp3
hwacheon-0303,http://urisori.co.kr/sound/origin/gw/hwacheon/hwacheon-0303.mp3
okgu-0205,http://urisori.co.kr/sound/origin/jb/okgu/okgu-0205.mp3
goesan-0205,http://urisori.co.kr/sound/origin/cb/goesan/goesan-0205.mp3
yeongyang-0317,http://urisori.co.kr/sound/origin/gb/yeongyang/yeongyang-0317.mp3
cheolwon-0906,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-0906.mp3
yanggu-0314,http://urisori.co.kr/sound/origin/gw/yanggu/yanggu-0314.mp3
pyeongchang-1112,http://urisori.co.kr/sound/origin/gw/pyeongchang/pyeongchang-1112.mp3
goheung-0114,http://urisori.co.kr/sound/origin/jn/goheung/goheung-0114.mp3
jangseong-0536,http://urisori.co.kr/sound/origin/jn/jangseong/jangseong-0536.mp3
