item_id,Filename
Pod_467,"Vinnytsia_732_Zhyto zhala, zhyto zhala_(07-ЛК-17б)"
Pod_468,"Vinnytsia_733_Bozhe, Bozhe, shcho to bude_(07-ЛК-17)"
Pod_469,Vinnytsia_734_Zazuly moia_(07-ЛК-20)
Pod_470,Vinnytsia_735_Oi pryikhav_(07-ЛК-21)
Pod_471,"Vinnytsia_736_Hei, yak pryikhav_(07-ЛК-21)"
Pod_472,"Vinnytsia_737_Oi za stavom, za Dunaiem_(07-ЛК-22а+05)"
Pod_473,Vinnytsia_738_Pozhenu ya siri voly_(07-ЛК-24)
Pod_474,Vinnytsia_739_Kopav kozak kyrnychenku_(07-ЛК-22)
Pod_475,"Vinnytsia_740_Brala vodu, brala bystru_(08-ЛК)"
Pod_476,Vinnytsia_741_Ne zhal meni vecherochka_(08-ЛК-01)
Pod_477,Vinnytsia_742_Oi u sadu kreminyna_(08-ЛК-04)
Pod_478,"Vinnytsia_743_Svity, misiachenku_(08-ЛК-03)"
Pod_479,Vinnytsia_744_Oi na dvori dosht ide_(08-ЛК)
Pod_480,Vinnytsia_745_Oi poslala matinka_(08-ЛК)
Pod_481,Vinnytsia_746_Oi ty misiatsiu_(08-БК-13)
Pod_482,Vinnytsia_747_Khmarka nastupaie_(09-ЛК-02)
Pod_483,Vinnytsia_748_Oi pozhenu ya siri voly_(09-ЛК-03)
Pod_484,Vinnytsia_749_Oi u lisi_(09-БК-08)
Pod_485,"Vinnytsia_750_Oi ty, Vania, Vania_(07-ЛК-15)"
Pod_486,Vinnytsia_751_Ya divchyna_(09-БК-03)
Pod_487,Vinnytsia_752_Oi teper moia volia_(10-ЛК-05)
Pod_488,"Vinnytsia_753_Ta povii, vitre, z yaru_(10-ЛК-05)"
Pod_489,"Vinnytsia_754_Svityt misiats, svityt yasnyi_(10-ЛК-10)"
Pod_490,"Vinnytsia_755_Oi (i) hai, mamtsiu, hai_(10-ЛК-07)"
Pod_491,"Vinnytsia_756_Prykhylysia, maty_(10-ЛК)"
Pod_492,Vinnytsia_757_Ya v seredu rodylasia_(10-ЛК-18=ЖТ)
Pod_493,"Vinnytsia_758_Za Vasylom, za Vasylom_(10-ЛК)"
Pod_494,Vinnytsia_759_Zelenenkii yavir_(10-ЛК-14)
Pod_495,Vinnytsia_760_Kalyna-malyna_(10-ЛК-14)
Pod_496,"Vinnytsia_761_Oi khmil, mii khmelok_(10-ЛК-12)"
Pod_497,"Vinnytsia_762_Oi khmeliu mii, khmeliu_(10-ЛК-12)"
Pod_498,Vinnytsia_763_Oi khodyla_(10-ЛК-12)
Pod_499,Vinnytsia_764_Oi na hori_(10-ЛК-20)
Pod_500,Vinnytsia_765_Tuman yarom_(10-ЛК)
Pod_501,Vinnytsia_766_Koly b uzhe vechir_(10-ЛК-17а)
Pod_502,Vinnytsia_767_Oi u poli kyrnychenka_(10-ЛК-19)
Pod_503,Vinnytsia_768_Huliav ya try roky_(10-ЛК)
Pod_504,"Vinnytsia_769_Rosty, khmeliu, nad vodoiu_(10-ЛК-21)"
Pod_505,Vinnytsia_770_Oi u luzi kalyna_(11-ЛК)
Pod_507,"Vinnytsia_772_Ny svity, misiatsiu_(11-ЛК-02)"
Pod_508,Vinnytsia_773_Kotylasia horoshyna_(11-ЛР-01)
Pod_509,Vinnytsia_774_Oi upav snizhok_(11-ЛР-10)
Pod_510,Vinnytsia_775_Kosyv kozak sino_(11-ЛР-09)
Pod_511,Vinnytsia_776_Kosyv kozak sino_(11-ЛР-09+03-ЛК)
Pod_512,"Vinnytsia_777_Na tim botsi, na tolotsi_(12-ЛК)"
Pod_513,Vinnytsia_778_Oi zatsvila rozha_(12-ЛК-віват)
Pod_514,Vinnytsia_779_Za horoiu kamianoiu_(12-ЛК-02)
Pod_515,Vinnytsia_780_Odyn misiats skhodyt_(12-ЛК-02)
Pod_516,Vinnytsia_781_Oi u luzi pry dorozi_(12-ЛК-05)
Pod_517,Vinnytsia_782_Oi tam za horodom_(12-ЛК-06)
Pod_518,Vinnytsia_783_Oi u poli konopelky_(12-ЛК-07)
Pod_520,"Vinnytsia_785_Popid haiem, haiem_(12-ЛК-07а)"
Pod_521,Vinnytsia_786_Odna hora vysokaia_(12-ЛК-09)
Pod_522,Vinnytsia_787_Oi yak ya bula_(13-ЛР)
Pod_523,Vinnytsia_788_Oi viidu ya na tu horu_(13-ЛР-02)
Pod_524,Vinnytsia_789_Oi vrodyla mene maty_(13-ЛР-03)
Pod_525,Vinnytsia_790_Oi na hori sonechko_(13-ЛР)
Pod_527,Vinnytsia_792_Posiiu ya rozhu_(13-ЛР-07)
Pod_528,Vinnytsia_793_Da y khmarka nastupaie_(13-ЛР-07)
Pod_529,Vinnytsia_794_Oi stoiala divchyna_(13-ЛР-08)
Pod_530,Vinnytsia_795_Oi vypiu ya charku_(13-ЛР-09)
Pod_531,"Vinnytsia_796_Oi sama ya, samisenka_(13-ЛР-10)"
Pod_532,"Vinnytsia_797_Tykho, tykho_(13-ЛР-11)"
Pod_533,Vinnytsia_798_Kalyno-malyno_(13-ЛР-11а)
Pod_534,Vinnytsia_799_ Oi zatsvila rozha krai vikna_(13-ЛР-12)
Pod_535,"Vinnytsia_800_Ei, oi u luzi, v luzi_(13-ЛР-13)"
Pod_537,Vinnytsia_802_Oi zatsvila_(13-ЛР-20)
Pod_538,Vinnytsia_803_Oi u poli_(13-ЛР-21)
Pod_541,Vinnytsia_806_V mene batko yak tsvit_(14-ЛР-03)
Pod_542,Vinnytsia_807_Siv sokil na yalyni_(02-ЛР-05)
Pod_543,"Vinnytsia_808_Oi pie chumak, pie_(15-ЛР-01)"
Pod_544,"Vinnytsia_809_Oi z-za hory, hory_(15-ЛР-02)"
Pod_545,Vinnytsia_811_Perekladu kladku_(16-ЛР-01г)
Pod_546,"Vinnytsia_812_Oi povii, vitronku_(16-ЛР-01а)"
Pod_547,"Vinnytsia_813_Oi u poli, v poli_(16-ЛР-02)"
Pod_548,"Vinnytsia_814_Pyite, liudy, horilochku_(16-ЛР-03)"
Pod_549,Vinnytsia_815_Ya viddala dochku_(17-ЛР-01)
Pod_550,"Vinnytsia_816_Oi zhuravko, zhuravko_(17-ЛР-02)"
Pod_551,Vinnytsia_817_Chervona kalyna_(14-ЛР)
Pod_552,Vinnytsia_818_Oi lytila zazulenka_(17-ЛР)
Pod_553,"Vinnytsia_819_Zvidty hora, zvidty druha_(17-ЛР-03)"
Pod_554,Vinnytsia_820_Temna nichka_(18-ЛР-03)
Pod_555,Vinnytsia_821_Naishla chorna khmara_(20-ЛР-02)
Pod_556,Vinnytsia_822_Zelenyi dubochok_(20-ЛР-04)
Pod_557,Vinnytsia_823_Zhurba mene sushyt_(20-ЛР-08)
Pod_558,"Vinnytsia_824_Sumno meni, sumno_(20-ЛР-09)"
Pod_559,Vinnytsia_825_Oi z-za hory kamianoi_(20-ЛР-10)
Pod_560,Vinnytsia_826_Posiiala konopelki_(11-ЛР-05=20-ЛР-12)
Pod_561,"Vinnytsia_827_Oi Bozhe zh, Bozhe_(20-ЛР-12а)"
Pod_563,Vinnytsia_829_Tam kozak u pokhid sobyravsia_(21-Бк)
Pod_564,Vinnytsia_830_Oi na hori vohon horyt_(21-Бк-03б)
Pod_566,Vinnytsia_832_Oi u poli bylynochka_(21-Бк-02а)
Pod_567,Vinnytsia_833_Oi odna chereshnia_(21-Лк)
Pod_568,Vinnytsia_834_Meni vorozhka vorozhyla_(21-Лк)
Pod_569,Vinnytsia_835_Za nashoiu levadoiu_(09-БК-06=23-БС-03)
Pod_570,Vinnytsia_836_V lisi na Podilli_(23-БС-11)
Pod_571,Vinnytsia_837_Pozhenu ya siri voly_(23-ЛС=07-ЛК)
Pod_572,"Vinnytsia_838_Hei, ya v batka yedynytsia bula_(23-ЛС=07-ЛК)"
Pod_573,Vinnytsia_839_Oi u luzi ta shche y pry dorozi_(23-ЛС-03)
Pod_574,Vinnytsia_840_Oi v seredu unochi_(23-ЛС-04)
Pod_575,Vinnytsia_841_Shcho v Rosii za zyma_(23-ЛС-04)
Pod_577,"Vinnytsia_843_Chohos tiazhko, chohos vazhko_(23-ЛС)"
Pod_578,Vinnytsia_844_A ya v karty nie ihraiu_(23-ЛС)
Pod_579,Vinnytsia_845_V temnim lisi_(23-ЛС-06+23-ЛС-09)
Pod_580,Vinnytsia_846_Cherez richku my ishly_(23-ЛС)
Pod_581,Vinnytsia_847_V nediliu ranenko_(23-ЛС-12)
Pod_582,Vinnytsia_848_Oi nikhto tak ne litaie_(23-ЛС)
Pod_583,"Vinnytsia_849_Oi piana ya, piana_(23-ЛС-01)"
Pod_584,Vinnytsia_850_Kalyna y malyna_(23-ЛС-16)
Pod_585,"Vinnytsia_851_Idut, idut rekrutochki_(23-ЛС-15)"
Pod_586,Vinnytsia_852_Oi u lisi_(12-ЛК-01)
Pod_587,Vinnytsia_853_Oi u poli hrushechka_(23-ЛС)
Pod_588,Vinnytsia_854_Kalyna-malyna_(09-БК-05)
Pod_589,Vinnytsia_855_Oi ne khody ponad morem_(23-ЛС)
Pod_591,Vinnytsia_857_Sohodni kulish_(07-ЛК-19=23-ЛС)
Pod_592,Vinnytsia_858_Oi pid kalynoiu_(23-ЛС)
Pod_593,Vinnytsia_859_Oi tam u sadochku_(23-ЛС-суч.)
Pod_595,"Vinnytsia_861_Ei, bulo lito_(22-БЧ-04а)"
Pod_596,"Vinnytsia_862_Hei, oi u poli_(22-БЧ-01)"
Pod_597,"Vinnytsia_863_Ide chumak, ny horiuie_(22-ЛЧ-01а)"
Pod_598,"Vinnytsia_864_Oi dobre, dobre_(12-Лс-01)"
Pod_599,Vinnytsia_865_Oi sohodnia den subota_(24-ЛН)
Pod_600,Vinnytsia_866_Posiiala zhyto_(24-ЛН-03а)
Pod_601,Vinnytsia_867_Yak pryikhav pan Kanevskyi_(24-ЛН)
Pod_603,Vinnytsia_869_Oi matinko-zore_(24-ЛН-09)
Pod_604,Vinnytsia_870_Letila zozulia_(15-БР-13а=24-ЛН)
Pod_606,Vinnytsia_872_Oi u Krasnim na stavochku_(25-БІ-08)
Pod_609,"Vinnytsia_875_Ei, a ya vchora_(Бесідна)"
Pod_610,Vinnytsia_876_Ta y kolo nashykh voritok_(ЖТ-ЛК)
Pod_611,Vinnytsia_877_Na horodi pid tsybulkoiu_(ЖТ-ЛК)
Pod_612,Vinnytsia_878_Siiu redku_(ЖТ-ЛК)
Pod_613,"Vinnytsia_879_Teren, mamtsiu, kolo khaty_(ЖТ-ЛК)"
Pod_614,Vinnytsia_880_Na huliannia ya zbyralasia_(ЖТ-ЛК-Г)
Pod_615,Vinnytsia_881_Chy ne toi to Khomelko_(ЖТ-ЛК-Г3)
Pod_616,Vinnytsia_882_Oi u lisi_(ЖТ-ЛК-Г2)
Pod_617,Vinnytsia_883_Na horodi_(ЖТ-ЛК-Г2)
Pod_618,"Vinnytsia_884_Za richkoiu, za vodoiu_(ЖТ-ЛК-К1)"
Pod_619,Vinnytsia_885_Na horodi budiak_(ЖТ-ЛК-К1)
Pod_620,Vinnytsia_886_Ya v svoiei matusenky_(ЖТ-ЛК-Тр)
Pod_621,Vinnytsia_887_Za horodom vivtsi pasla_(ЖТ-ЛК-Тр)
Pod_622,Vinnytsia_888_Na horodi husy pasla_(ЖТ-ЛК-Тр)
Pod_623,Vinnytsia_889_Ocheretom kachky hnala_(ЖТ-ЛК-к1)
Pod_624,Vinnytsia_890_Oi sad-vynohrad_(ЖТ-ЛК-Г)
Pod_625,Vinnytsia_891_Cherez sad-vynohrad_(ЖТ-ЛК-Г4)
Pod_626,"Vinnytsia_894_Oi lis, dubyna_(ЖТ-ЛК-Г)"
Pod_627,Vinnytsia_895_Zeleneie bobovynnia_(ЖТ-ЛК)
Pod_628,Vinnytsia_896_Kotylasia bochka_(ЖТ-ЛК)
Pod_629,Vinnytsia_897_Za horodom kachky plyvut_(ЖТ-ЛК+03-ЛК-02)
Pod_630,Vinnytsia_898_Ocheret luhom hude_(ЖТ-ЛК-Г9)
Pod_632,Vinnytsia_900_Pozhenu ya tovar na yar_(ЖТ-ЛК-к2)
Pod_633,"Vinnytsia_901_Mamtsiu moia, mamtsiu moia_(ЖТ-ЛК-колом.)"
Pod_634,Vinnytsia_902_Yak kvasolka po tychechtsi povylasia_(ЖТ-ЛК)
Pod_635,Vinnytsia_903_Ta Mariia varenyky chynyt_(ЖТ-ЛК)
Pod_636,Vinnytsia_904_Doshchik nakrapaie_(ЖТ-ЛК)
Pod_637,"Vinnytsia_905_Oi u luzi, oi u luzi_(ЖТ-ЛК-Г)"
Pod_638,"Vinnytsia_906_Ne teper, ne teper_(ЖТ-ЛК-Г)"
Pod_639,Vinnytsia_907_Poviv mene_(ЖТ-ЛК)
Pod_641,"Vinnytsia_909_Kolo penka, penka_(ЖТ-ЛР-Г9)"
Pod_642,Vinnytsia_910_Choho meni dodomu_(ЖТ-ЛР-К)
Pod_643,"Vinnytsia_911_Oi shcho bude, to bude_(ЖТ-ЛР-К)"
Pod_644,Vinnytsia_912_Oto zh bo ya na lychenku marna_(ЖТ-ЛР)
Pod_645,Vinnytsia_913_Oi spalyla veretin resheto_(ЖТ-ЛР-Г)
Pod_646,Vinnytsia_914_Kynu kuzhyl na polytsiu_(ЖТ-ЛР-М)
Pod_647,Vinnytsia_915_Oi uchyla maty zmalu_(ЖТ-ЛР-карапет)
Pod_648,Vinnytsia_916_Oi vyidu ya za vorota_(ЖТ-ЛР-М)
Pod_649,Vinnytsia_917_A mii mylyi u kolhospi robyt_(ЖТ-ЛР-рад.)
Pod_650,Vinnytsia_918_A mii mylyi u kolhospi robyt_(ЖТ-ЛР-рад.)
Pod_651,Vinnytsia_919_Ozhenyvsia ya ranenko_(ЖТ-ЛР-М3)
Pod_652,Vinnytsia_920_Ozhenyvsia mii mylenkyi_(ЖТ-ЛР-М3)
Pod_653,Vinnytsia_921_Choho meni zhurytysia_(ЖТ-ЛР-суч.)
Pod_654,Vinnytsia_922_Harna ya molodytsia_(ЖТ-ЛР-К)
Pod_655,Vinnytsia_923_Oi poikhav mii mylenkii_(ЖТ-ЛР-Г4)
Pod_656,Vinnytsia_924_Oi poikhav cholovik_(ЖТ-ЛР-Г4а)
Pod_657,Vinnytsia_925_Ya mii mylyi varenychkiv khoche_(ДТ-ЛР-Д)
Pod_658,Vinnytsia_926_Ny zhal myni na toi horshchyk_(ЖТ-ЛР)
Pod_659,"Vinnytsia_927_Kazhut liudy, shcho ya lykha_(ЖТ-ЛР-С1)"
Pod_660,Vinnytsia_928_Oi umer Savradym_(ЖТ-ЛР-Г7)
Pod_661,Vinnytsia_929_I zhyv – ne liubyla_(ЖТ-ЛР-Г7)
Pod_662,Vinnytsia_930_Oi poikhav mii mylenkyi_(ЖТ-ЛР-Г)
Pod_664,"Vinnytsia_932_De ty, myla_(ЖТ-ЛР-Г)"
Pod_665,Vinnytsia_933_Yak poikhav moldovan_(ЖТ-ЛР)
Pod_666,Vinnytsia_934_[Iak poshov zhe] mii mylenkii_(ЖТ-ЛР)
Pod_667,"Vinnytsia_935_Oi khmarytsia, doshch bude_(ЖТ-ЛР)"
Pod_670,Vinnytsia_938_Svashko moia_(ЖТ-ЛР-З)
Pod_671,"Vinnytsia_939_Ya v nediliu piu, piu_(ЖТ-ЛР-З2)"
Pod_672,"Vinnytsia_940_Chyzhyk, chyzhyk, chyzhychok_(ЖТ-ЛР-З)"
Pod_675,Vinnytsia_943_Na konia_(ЖТ-ЛР-З)
Pod_676,Vinnytsia_944_A khto pie_(ЖТ-ЛР-З)
Pod_677,"Vinnytsia_945_Bihlo, bihlo kozeniatko lodkom_(ЖТ-ЛР-З)"
Pod_678,Vinnytsia_946_Tantsiuvala Dziundziurykha z Dziundziurom_(ЖТ-ЛР-Г)
Pod_679,Vinnytsia_947_Mnohaia lieta_(ЖТ-ЛР-З)
Pod_680,Vinnytsia_948_Batko cheredu pase_(ЖТ-ЛР-Т)
Pod_681,Vinnytsia_949_Bula v mene parova mashyna_(ЖТ-Коваль)
Pod_682,Vinnytsia_950_Oi khodyla ya v lis po openki_(ЖТ-Г)
Pod_683,"Vinnytsia_951_Chy u vas, chy u nas_(ЖТ-ЛР-куми)"
Pod_684,"Vinnytsia_952_Kudy ydesh, kudy ydesh_(ЖТ-ЛР-Г)"
Pod_685,Vinnytsia_953_Oi kum kumi rad_(ЖТ-ЛР-куми)
Pod_687,Vinnytsia_955_Cholovika nema vdoma_(ЖТ-ЛР-Т-куми)
Pod_688,"Vinnytsia_956_Oi za shcho zh ty, moia myla_(ЖТ-ЛР-Д3)"
Pod_689,"Vinnytsia_957_Nadobryden, kumtsiu-liubtsiu_(ЖТ-ЛР-Д3)"
Pod_690,Vinnytsia_958_Zsholopaly kachky hrechku_(ЖТ-ЛР-М)
Pod_691,Vinnytsia_959_Pishov did na obid_(ЖТ-ЛР)
Pod_692,"Vinnytsia_960_Stara ba... stara baba, yak kholiera_(ЖТ-ЛР)"
Pod_695,Vinnytsia_963_Ozhenyvsia staryi did_(ЖТ-ЛР)
Pod_696,Vinnytsia_964_Oi kazala baba didu_(ЖТ-ЛР)
Pod_697,Vinnytsia_965_Oi da hovoryly stari liudy_(ЖТ-АК-01а)
Pod_698,Vinnytsia_966_Zarizaly komara_(ЖТ-Н)
Pod_700,Vinnytsia_968_Yikhav liashok morkvianyi_(ЖТ-Н)
Pod_701,Vinnytsia_969_Bula v bahacha_(ЖТ-Н)
Pod_702,"Vinnytsia_970_Oi ty, kume, ty Musiiu_(ЖТ-Н)"
Pod_703,Vinnytsia_971_Nad poliamy viter viie_(08-БК-18)
Pod_704,Vinnytsia_972_Shumila lishchyna_(Пізня балада)
Pod_706,Vinnytsia_974_Oi u sadochku roste bereza_(Пізня балада)
Pod_707,Vinnytsia_975_A u nashim seli_(Пізня балада)
Pod_708,Vinnytsia_976_Oi lytila zozulechka_(Пізня лірика)
Pod_709,Vinnytsia_977_Vizmu ya viderechka_(05-РК-01)
Pod_710,"Vinnytsia_978_Ne ta roza, sho za sadom_(Пізня лірика)"
Pod_711,Vinnytsia_979_Vysoko orel litaie_(Романс)
Pod_712,"Vinnytsia_980_Ne khody, Haliu, ponad morem_(Пізня лірика)"
Pod_713,"Vinnytsia_982_Zghadai, yak zori nam svityly_(Пізня лірика)"
Pod_714,Vinnytsia_983_Letila ta syva zozulia_(Пізня лірика)
Pod_715,Vinnytsia_984_Tse bulo na Volyni_(Романс)
Pod_716,Vinnytsia_985_Obsypaietsia zhovteie lystia_(Романс)
Pod_717,"Vinnytsia_986_Oi ty, hora, hora_(Пізня лірика)"
Pod_718,"Vinnytsia_987_Mashyna, mashyna_(Пізня лірика)"
Pod_719,Vinnytsia_988_Oi na hori kalyna stoiala_(Пізня лірика)
Pod_720,"Vinnytsia_989_Oi u sadu, u sadochku_(Романс)"
Pod_721,Vinnytsia_990_Oi na hori doshchi idut_(Пізня лірика)
Pod_722,"Vinnytsia_991_Svityt misiats, svityt yasnyi_(Пізня лірика)"
Pod_723,Vinnytsia_992_Pid nebom chuzhym ya tyniaius_(Романс)
Pod_724,"Vinnytsia_993_Oi na Ivana, na Kupala_(ОК-КП-суч.)"
Pod_725,Vinnytsia_994_Ya v kolhospi robliu_(Рад.)
Pod_726,Vinnytsia_995_Oi u poli krai sela_(Рад.)
Pod_727,Vinnytsia_996_Piatysotna moia lanka_(Рад.)
Pod_728,Vinnytsia_997_Choho ptashka zaletila_(Пісня виселянки на Сибір)
Pod_729,Vinnytsia_998_Oi u vyshnevomu sadochku_(Романс)
Pod_730,Vinnytsia_999_Na vhorodi verba riasna_(Пізня лірика)
Pod_731,"Kmeln_154_Oi vy, voronky, pryletite"
Pod_732,Kmeln_156v_A my proso
Pod_733,Kmeln_156_A my proso
Pod_734,Kmeln_157_Oi tam kolo mlyna
Pod_735,Kmeln_158_Bihla Nastechka
Pod_736,Kmeln_159_Vorotar
Pod_737,Kmeln_160_Vorotare
Pod_738,Kmeln_161-8_Chernushko-dushko
Pod_739,Kmeln_161-9_Chernushko-dushko
Pod_740,Kmeln_162_Khtila mene maty
Pod_741,Kmeln_163_Danchyku
Pod_742,Kmeln_164v_Des tut bula
Pod_743,Kmeln_164_Des tut bula
Pod_744,"Kmeln_165_Zaichyku, zaichyku"
Pod_745,"Kmeln_166v_Zaichyku, zaichyku"
Pod_746,"Kmeln_166_Zaichyku, zaichyku"
Pod_747,Kmeln_168_Oi khodyt zhuk po zhucheni
Pod_748,Kmeln_169_Hoi khodyv zhuk
Pod_749,"Kmeln_170_Oi zhuk, zhuk"
Pod_750,"Kmeln_171_Khodzhu, bludzhu"
Pod_751,"Kmeln_172_Chom ty, haiu, smuten khodysh"
Pod_752,Kmeln_173_Shcho zh ya sobi narobyla
Pod_753,Kmeln_174_Oi pidu zh bo ya
Pod_754,"Kmeln_175_Sam khodzhu, sam"
Pod_755,Kmeln_176_Oi khodyla
Pod_757,"Kmeln_178_Idy, didu, husiata pasty"
Pod_758,Kmeln_179_Tuman tanets vyvode
Pod_759,"Kmeln_180v_Oi vyitesia, ohyrochky"
Pod_760,"Kmeln_180_Oi vyitesia, ohyrochky"
Pod_761,Kmeln_181_Zeleniiut oherochky
Pod_762,Kmeln_182_A Odarka rybu lovyt
Pod_763,Kmeln_184_Kryvoho tantsiu ydemo
Pod_764,Kmeln_185v_Oi kryvoho tantsia
Pod_765,Kmeln_185_Oi kryvoho tantsia
Pod_766,Kmeln_186_My kryvoho tantsiu ydemo
Pod_767,Kmeln_187_My kryvoho tantsiu ydemo
Pod_768,Kmeln_188_My kryvoho tantsiu ydemo
Pod_769,Kmeln_190_My kryvoho tantsiu ydemo
Pod_770,Kmeln_192_Kryvoho tantsiu ydemo
Pod_771,"Kmeln_194_Chom, yulonka, ne shyrokaia"
Pod_772,Kmeln_195_Travko-muravko molodaia
Pod_773,Kmeln_196_Oi na travi
Pod_774,Kmeln_197_Skakaly dyki kozy
Pod_775,Kmeln_198_Oi de ti kozy
Pod_776,Kmeln_199_Oi na vodi ta y na doshchechtsi
Pod_777,Kmeln_200_Oi na moriu ta y na doshchetsi
Pod_778,Kmeln_201v_Oi na doshchytsi ta y na kladochtsi
Pod_779,Kmeln_201_Oi na doshchytsi ta y na kladochtsi
Pod_780,Kmeln_202_Oi na richtsi ta y na doshchechtsi
Pod_781,Kmeln_203_Rozilialys vody
Pod_782,Kmeln_204_Za viunom idu
Pod_783,"Kmeln_205_Korch fasoli, a dva bobu"
Pod_784,Kmeln_206_Oi vesna krasna
Pod_785,Kmeln_207_Oi mlyn mele
Pod_786,Kmeln_208_Oi vzhe vesna
Pod_787,Kmeln_209_Vesna krasna
Pod_788,Kmeln_210_Ya vzhe vesna
Pod_789,Kmeln_211_Plyve syto
Pod_790,Kmeln_212_Bilenkaia pavutyna
Pod_791,Kmeln_213_Bile tonke pavutynnia
Pod_792,Kmeln_214_Tonka bila pavutyna
Pod_793,Kmeln_215_Tonka bila pavutyntsia
Pod_794,Kmeln_217v_Na nashii vulytsi
Pod_795,Kmeln_217_Na nashii vulytsi
Pod_796,Kmeln_218_ Vyletila pava
Pod_797,Kmeln_219_ A v lisi dubochok
Pod_798,Kmeln_220_ Oi letila pava
Pod_799,Kmeln_221_ Oi cherez pen
Pod_800,"Kmeln_222v_ Oi na tserkvi khrest, khrest"
Pod_801,"Kmeln_222_ Oi na tserkvi khrest, khrest"
Pod_803,Kmeln_224_ Popid horu
Pod_804,Kmeln_225_ Popid horu
Pod_805,"Kmeln_226_ Oi v siniakh, v siniakh"
Pod_806,Kmeln_227v_Studenytski parubky
Pod_807,Kmeln_227_Studenytski parubky
Pod_808,"Kmeln_228_Oi u sadu, sadochku"
Pod_809,Kmeln_229_Z vysokoho mlyna
Pod_810,Kmeln_230_Ne stelysia
Pod_812,"Kmeln_232v_Oi kudriavche, kudriavche"
Pod_813,"Kmeln_232_Oi kudriavche, kudriavche"
Pod_815,Kmeln_234_Kolo mlyna krymyna
Pod_816,Kmeln_235_Kolo mlyna kalyna
Pod_817,Kmeln_236_Oi zrodyly fiialochky
Pod_818,Kmeln_237_Hoi dyvno zh nam
Pod_819,"Kmeln_238_Vesnonka, vesnonka"
Pod_820,Kmeln_240v_Cherez nashe selo
Pod_821,Kmeln_240_Cherez nashe selo
Pod_822,Kmeln_241_Oi nikhto tam ne buvav
Pod_823,Kmeln_242_Oi u lisi dva dubky
Pod_824,Kmeln_244_Posadzhu ya rozhu
Pod_825,Kmeln_245_Pomoshchu ya kladku
Pod_826,Kmeln_246_Kladu ya kladochku
Pod_827,Kmeln_247_Pokladu ya kladku
Pod_828,Kmeln_248_Postavliu kladochku
Pod_829,Kmeln_249_Zhuchkovetskyi stav
Pod_830,Kmeln_250_Oi pyd biloiu berezoiu
Pod_831,Kmeln_251_Oi v vyshnevomu sadu
Pod_832,Kmeln_252_Kotyvsia misiats ponad dorozhku
Pod_833,"Kmeln_255_Oi v poli, poli"
Pod_834,"Kmeln_256_Tekly richky, brynily"
Pod_835,Kmeln_257_Ой червоно сонце сходить
Pod_836,"Kmeln_258_Kupala, divonka"
Pod_837,"Kmeln_260v_Oi na Ivana, na Kupaila"
Pod_838,"Kmeln_260_Oi na Ivana, na Kupaila"
Pod_839,Kmeln_261_Oi u poli krynychenka
Pod_840,"Kmeln_263_Oi na Yivana, na Kupaila"
Pod_841,"Kmeln_266_[Oi na hor]odi, kupailytsia"
Pod_842,Kmeln_267_Oi na horodi kupalnytsia
Pod_843,Kmeln_268_Oi lytiv shuliak kriz vulytsiu
Pod_844,Kmeln_269_Oi letiv shuliak bez hulytsiu
Pod_845,"Kmeln_271_Na Kupaila, na Yivana"
Pod_846,"Kmeln_272_Na sviatoho Yana, Yana"
Pod_847,"Kmeln_274_Oi ty, Mariiko, oi ty"
Pod_848,Kmeln_276_Oi siaiala zironka
Pod_849,"Kmeln_280_Oi uhoru, sonechko"
Pod_850,"Kmeln_281_Oi maiky, maiky, maivkoiu"
Pod_851,Kmeln_282_Persha nichka petrivochka
Pod_852,Kmeln_284_Malu ya nichku mala
Pod_853,Kmeln_285_Oi u poliu pshenychenka
Pod_854,Kmeln_286_Oi u poli pshenychenka
Pod_855,"Kmeln_287v_Oi u lisi, oi u lisi"
Pod_856,Kmeln_289_A vzhe  sontse kotytsia
Pod_857,Kmeln_290_Oi panochku nash
Pod_858,Kmeln_291_A v nashoho pana
Pod_859,Kmeln_292_A v nashoho pana
Pod_860,Kmeln_293_Nasha pania domuie
Pod_861,"Kmeln_295_Oi zhentsi moi, zhentsi"
Pod_862,Kmeln_297_Dozhaly my zarania
Pod_863,"Kmeln_298_Izzhaly, izviazaly"
Pod_864,Kmeln_299v_Borodo nasha pyshna
Pod_865,Kmeln_299_Borodo nasha pyshna
Pod_866,Kmeln_300_Perepilonko mala
Pod_867,Kmeln_301_Perepilonko bila
Pod_868,Kmeln_302_Perepilonko bila
Pod_869,"Kmeln_303_Konets nyvotsi, konets"
Pod_870,"Kmeln_304_Konets nyvontsi, konets"
Pod_871,Kmeln_305v_Misiachenko z horoiu
Pod_872,Kmeln_306_Misiatsiu-narozhenku
Pod_873,Kmeln_307_Za nashoiu slobodoiu
Pod_874,Kmeln_310_My pshenytsiu zhaly
Pod_875,Kmeln_311_Na popovi sinozhati
Pod_876,"Kmeln_315_Vinchyku, vinchyku, vinchyku mii"
Pod_877,Kmeln_316_Oi zhe harnyi
Pod_878,Kmeln_318_Zghorily tapchany
Pod_879,Kmeln_319_A ya yii rishcha
Pod_880,Kmeln_320_V nashoho pana
Pod_881,Vinnytsia_Winter_109_Popid nebesa
Pod_882,Vinnytsia_Winter_110_Oi na lysti
Pod_883,"Vinnytsia_Winter_111_Hoi, dai, Boizhe"
Pod_884,Vinnytsia_Winter_112_Kolo kirnytsi
