id	assigned_topic	topic_label	lang
Erb_2074	118	118_golden maiden_little wreath_nightingale_dove dear	cs
Erb_2075	85	85_violet_comfort heart_peacock feathers_little heart	cs
Erb_2077	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2082	137	137_horses_rye_buns_buy horse	cs
Erb_2083	133	133_little horses_whip_poppy_love little	cs
Erb_2084	144	144_horseback_farmer_emperor_bowing	cs
Erb_2086	60	60_bridesmaid_bridesmaids_farewell dear_little wine	cs
Erb_2088	133	133_little horses_whip_poppy_love little	cs
Erb_2089	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2090	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2091	120	120_gentle little_dear brothers_fly little_dear daddy	cs
Erb_2092	115	115_joyful wedding_dear mother_little horses_mother gave	cs
Erb_2093	78	78_beloved girl_wife beautiful_heartfelt_making love	cs
Erb_2095	85	85_violet_comfort heart_peacock feathers_little heart	cs
Erb_2097	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2099	62	62_delights_love faithfulness_bride bridegroom_love beloved	cs
Erb_2100	115	115_joyful wedding_dear mother_little horses_mother gave	cs
Erb_2102	134	134_ran away_nanynka_chasing_wounds	cs
Erb_2104	139	139_tree apple_apple tree_tree seen_barley field	cs
Erb_2106	142	142_little bouquet_dear ones_soldiers_little feet	cs
Erb_2107	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2108	115	115_joyful wedding_dear mother_little horses_mother gave	cs
Erb_2109	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2110	133	133_little horses_whip_poppy_love little	cs
Erb_2112	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2113	23	23_welcome wedding_dear bride_wedding celebration_wedding	cs
Erb_2114	124	124_horse god_little horse_altar_wife little	cs
Erb_2116	120	120_gentle little_dear brothers_fly little_dear daddy	cs
Erb_2117	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2119	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2120	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2121	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2124	133	133_little horses_whip_poppy_love little	cs
Erb_2126	115	115_joyful wedding_dear mother_little horses_mother gave	cs
Erb_2127	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2128	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2130	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2131	60	60_bridesmaid_bridesmaids_farewell dear_little wine	cs
Erb_2134	133	133_little horses_whip_poppy_love little	cs
Erb_2135	133	133_little horses_whip_poppy_love little	cs
Erb_2137	134	134_ran away_nanynka_chasing_wounds	cs
Erb_2138	120	120_gentle little_dear brothers_fly little_dear daddy	cs
Erb_2141	120	120_gentle little_dear brothers_fly little_dear daddy	cs
Erb_2143	120	120_gentle little_dear brothers_fly little_dear daddy	cs
Erb_2145	129	129_beloved dear_loved faithfully_silent dear_dear andulka	cs
Erb_2146	85	85_violet_comfort heart_peacock feathers_little heart	cs
Erb_2150	137	137_horses_rye_buns_buy horse	cs
Erb_2151	118	118_golden maiden_little wreath_nightingale_dove dear	cs
Erb_2153	130	130_mourn_hurts mother_little soldier_thorns	cs
Erb_2154	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2159	94	94_little roses_bells_little lady_ran away	cs
Erb_2160	0	0_midsummer_mother grave_hay_rise dear	cs
Erb_2163	60	60_bridesmaid_bridesmaids_farewell dear_little wine	cs
Erb_2166	73	73_bagpipes_maids_home wife_men little	cs
Erb_2169	126	126_poor maiden_orphans_dear andulka_garden little	cs
Erb_2170	142	142_little bouquet_dear ones_soldiers_little feet	cs
Erb_2171	127	127_candle_candles_naughty_home morning	cs
Erb_2175	73	73_bagpipes_maids_home wife_men little	cs
Erb_2177	120	120_gentle little_dear brothers_fly little_dear daddy	cs
Erb_2180	73	73_bagpipes_maids_home wife_men little	cs
THB_40	100	100_did spruce_spruce old_dry spruce_forest dry	cs
THB_100	75	75_maidens young_honzíček_men maidens_roses	cs
THB_101	57	57_dear jeníček_scripture_marries_harshly	cs
THB_102	0	0_midsummer_mother grave_hay_rise dear	cs
THB_103	139	139_tree apple_apple tree_tree seen_barley field	cs
THB_104	129	129_beloved dear_loved faithfully_silent dear_dear andulka	cs
THB_105	125	125_joy sorrow_melody unknown_comfort heart_grant happiness	cs
h21305000012	112	112_tended herd_plow_slave tended_manor	et
e000151070015	124	124_horse god_little horse_altar_wife little	et
eys0617770000	140	140_hay_pasture_little grandmother_grass little	et
eys0617830287	86	86_little stars_little honzík_little sun_ladybug	et
h21304930008	140	140_hay_pasture_little grandmother_grass little	et
e000076970008	0	0_midsummer_mother grave_hay_rise dear	et
eys0807390339	101	101_little maiden_golden maiden_little dove_farmer wife	et
h21305400049	136	136_barking_young maiden_flea_little bell	et
e000093390023	140	140_hay_pasture_little grandmother_grass little	et
e000099700006	78	78_beloved girl_wife beautiful_heartfelt_making love	et
e000138100007	0	0_midsummer_mother grave_hay_rise dear	et
eys0910530166	101	101_little maiden_golden maiden_little dove_farmer wife	et
h21400660083	139	139_tree apple_apple tree_tree seen_barley field	et
eks1500010001	60	60_bridesmaid_bridesmaids_farewell dear_little wine	et
h31703830047	0	0_midsummer_mother grave_hay_rise dear	et
e000093890060	100	100_did spruce_spruce old_dry spruce_forest dry	et
e000123260005	101	101_little maiden_golden maiden_little dove_farmer wife	et
e000598850000	136	136_barking_young maiden_flea_little bell	et
e000613860003	136	136_barking_young maiden_flea_little bell	et
ea00006930012	78	78_beloved girl_wife beautiful_heartfelt_making love	et
eks1500040003	0	0_midsummer_mother grave_hay_rise dear	et
ekse00380000	84	84_forest dear_little birds_alder forest_maidens	et
era200101440001	0	0_midsummer_mother grave_hay_rise dear	et
era201101840004	84	84_forest dear_little birds_alder forest_maidens	et
era201103470003	81	81_candles_generous evening_solemnly_father dear	et
era201400770017	0	0_midsummer_mother grave_hay_rise dear	et
era201402870024	0	0_midsummer_mother grave_hay_rise dear	et
era202401570002	137	137_horses_rye_buns_buy horse	et
era202403540008	0	0_midsummer_mother grave_hay_rise dear	et
era202403770004	0	0_midsummer_mother grave_hay_rise dear	et
era203201730004	100	100_did spruce_spruce old_dry spruce_forest dry	et
estk4000600094	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys0506170036	139	139_tree apple_apple tree_tree seen_barley field	et
eys0506300060	139	139_tree apple_apple tree_tree seen_barley field	et
eys0610680228	0	0_midsummer_mother grave_hay_rise dear	et
eys0614410114	0	0_midsummer_mother grave_hay_rise dear	et
eys0614660155	0	0_midsummer_mother grave_hay_rise dear	et
eys0614760170	0	0_midsummer_mother grave_hay_rise dear	et
eys0614860183	0	0_midsummer_mother grave_hay_rise dear	et
eys0615110244	103	103_dog went_went herd_whistled_nest forest	et
eys0616190047	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys0706630026	0	0_midsummer_mother grave_hay_rise dear	et
eys0706800056	65	65_saint nicholas_nicholas saint_nicholas good_bring little	et
eys0715340010	0	0_midsummer_mother grave_hay_rise dear	et
eys0715460027	0	0_midsummer_mother grave_hay_rise dear	et
eys0715690076	86	86_little stars_little honzík_little sun_ladybug	et
eys0715960116	139	139_tree apple_apple tree_tree seen_barley field	et
eys0716160145	103	103_dog went_went herd_whistled_nest forest	et
eys0716980268	86	86_little stars_little honzík_little sun_ladybug	et
eys0716980269	0	0_midsummer_mother grave_hay_rise dear	et
eys0717540369	0	0_midsummer_mother grave_hay_rise dear	et
eys0717550372	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys0722820026	0	0_midsummer_mother grave_hay_rise dear	et
eys0722910041	0	0_midsummer_mother grave_hay_rise dear	et
eys0722920043	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys0723140094	0	0_midsummer_mother grave_hay_rise dear	et
eys0723150096	0	0_midsummer_mother grave_hay_rise dear	et
eys0805580059	133	133_little horses_whip_poppy_love little	et
eys0805620068	0	0_midsummer_mother grave_hay_rise dear	et
eys0806100140	144	144_horseback_farmer_emperor_bowing	et
eys0806530216	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys0806880268	0	0_midsummer_mother grave_hay_rise dear	et
eys0808150447	0	0_midsummer_mother grave_hay_rise dear	et
eys0808210454	0	0_midsummer_mother grave_hay_rise dear	et
eys0808360479	0	0_midsummer_mother grave_hay_rise dear	et
eys080837480b	0	0_midsummer_mother grave_hay_rise dear	et
eys0811530008	0	0_midsummer_mother grave_hay_rise dear	et
eys0811780054	112	112_tended herd_plow_slave tended_manor	et
eys0909490011	0	0_midsummer_mother grave_hay_rise dear	et
eys0910020091	0	0_midsummer_mother grave_hay_rise dear	et
eys0922830094	99	99_beloved little_beloved girl_lord little_dear andulka	et
eys1022430016	0	0_midsummer_mother grave_hay_rise dear	et
eys1022630061	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys1022780086	103	103_dog went_went herd_whistled_nest forest	et
eys1022880100	101	101_little maiden_golden maiden_little dove_farmer wife	et
eys1029050081	134	134_ran away_nanynka_chasing_wounds	et
h10100180002	142	142_little bouquet_dear ones_soldiers_little feet	et
h10101990032	135	135_slave_little hop_child lullaby_sisters	et
h10102020037	124	124_horse god_little horse_altar_wife little	et
h10102450128	41	41_ilgwangdan_namsan_hyeo_diyeocha	et
h10700370019	122	122_mocking_squirrel_laughed_don laugh	et
h10700600059	0	0_midsummer_mother grave_hay_rise dear	et
h20102850423	139	139_tree apple_apple tree_tree seen_barley field	et
h20102880426	103	103_dog went_went herd_whistled_nest forest	et
h21109540011	101	101_little maiden_golden maiden_little dove_farmer wife	et
h21300830027	101	101_little maiden_golden maiden_little dove_farmer wife	et
h21301290022	0	0_midsummer_mother grave_hay_rise dear	et
h21304900006	118	118_golden maiden_little wreath_nightingale_dove dear	et
h21304960009	60	60_bridesmaid_bridesmaids_farewell dear_little wine	et
h21306030003	122	122_mocking_squirrel_laughed_don laugh	et
h21403410004	101	101_little maiden_golden maiden_little dove_farmer wife	et
h22609160021	138	138_korean folk_white feathers_home bowed_raft	et
h24000901036	0	0_midsummer_mother grave_hay_rise dear	et
h24607080020	122	122_mocking_squirrel_laughed_don laugh	et
h25706320016	0	0_midsummer_mother grave_hay_rise dear	et
h30101360004	144	144_horseback_farmer_emperor_bowing	et
h30101400008	0	0_midsummer_mother grave_hay_rise dear	et
h30400830001	139	139_tree apple_apple tree_tree seen_barley field	et
h31708530008	0	0_midsummer_mother grave_hay_rise dear	et
goheung-0512	115	115_joyful wedding_dear mother_little horses_mother gave	ko
yeongdong-0104	0	0_midsummer_mother grave_hay_rise dear	ko
hwacheon-0217	38	38_dear jeníček_dove little_rye little_grove dear	ko
gn.goseong-0107	0	0_midsummer_mother grave_hay_rise dear	ko
hampyeong-0402	44	44_sister law_brother married_brother law_life married	ko
yeongam-0423	115	115_joyful wedding_dear mother_little horses_mother gave	ko
icheon-0412	76	76_sister law_married life_law mother_mother law	ko
jindo-0543	0	0_midsummer_mother grave_hay_rise dear	ko
cheolwon-0310	44	44_sister law_brother married_brother law_life married	ko
namhae-0205	116	116_lullaby_lullaby lullaby_lullaby baby_child lullaby	ko
nonsan-0106	87	87_chinese characters_seven characters_characters_looking characters	ko
ulsan-0919	143	143_crow_fate life_fate_good fate	ko
gochang-0712	44	44_sister law_brother married_brother law_life married	ko
yangyang-1208	64	64_law mother_sister law_daughter law_brother law	ko
muju-0508	143	143_crow_fate life_fate_good fate	ko
yanggu-0929	44	44_sister law_brother married_brother law_life married	ko
hwacheon-0208	44	44_sister law_brother married_brother law_life married	ko
gangjin-0309	55	55_jinju_mandarin ducks_mandarin_geogyeo body	ko
dalseong-0119	44	44_sister law_brother married_brother law_life married	ko
hampyeong-0404	0	0_midsummer_mother grave_hay_rise dear	ko
yeonggwang-0136	0	0_midsummer_mother grave_hay_rise dear	ko
hampyeong-0403	0	0_midsummer_mother grave_hay_rise dear	ko
gwangjusi-0235	41	41_ilgwangdan_namsan_hyeo_diyeocha	ko
andong-0223	64	64_law mother_sister law_daughter law_brother law	ko
haenam-0523	24	24_lullaby lullaby_lullaby sleep_sleeps lullaby_sleep lullaby	ko
namhae-0206	137	137_horses_rye_buns_buy horse	ko
mungyeong-0513	0	0_midsummer_mother grave_hay_rise dear	ko
yeonggwang-0225	41	41_ilgwangdan_namsan_hyeo_diyeocha	ko
seosan-0204	0	0_midsummer_mother grave_hay_rise dear	ko
sinan-0721	115	115_joyful wedding_dear mother_little horses_mother gave	ko
inje-0209	117	117_husband house_brother law_law mother_son law	ko
yeonggwang-0411	0	0_midsummer_mother grave_hay_rise dear	ko
yeongcheon-0223	64	64_law mother_sister law_daughter law_brother law	ko
muju-0713	0	0_midsummer_mother grave_hay_rise dear	ko
damyang-0417	44	44_sister law_brother married_brother law_life married	ko
hwacheon-0917	44	44_sister law_brother married_brother law_life married	ko
dalseong-0308	106	106_cuckoos_cuckoo cuckoos_little cuckoo_cuckoo little	ko
dalseong-0213	44	44_sister law_brother married_brother law_life married	ko
eumseong-0512	44	44_sister law_brother married_brother law_life married	ko
sancheong-0118	92	92_nang river_nang_hanyang seoul_oyo uyu	ko
gwangyang-0108	133	133_little horses_whip_poppy_love little	ko
chilgok-0403	127	127_candle_candles_naughty_home morning	ko
cheongsong-0228	44	44_sister law_brother married_brother law_life married	ko
gyeongsan-0703	44	44_sister law_brother married_brother law_life married	ko
yeocheon-0231	137	137_horses_rye_buns_buy horse	ko
hongcheon-1312	44	44_sister law_brother married_brother law_life married	ko
wando-0233	112	112_tended herd_plow_slave tended_manor	ko
gimje-0508	0	0_midsummer_mother grave_hay_rise dear	ko
gyeongju-0210	142	142_little bouquet_dear ones_soldiers_little feet	ko
damyang-0419	44	44_sister law_brother married_brother law_life married	ko
yeonggwang-0519	38	38_dear jeníček_dove little_rye little_grove dear	ko
gn.goseong-0602	76	76_sister law_married life_law mother_mother law	ko
jinan-0605	144	144_horseback_farmer_emperor_bowing	ko
milyang-1008	44	44_sister law_brother married_brother law_life married	ko
pyeongchang-1112	44	44_sister law_brother married_brother law_life married	ko
goheung-0114	144	144_horseback_farmer_emperor_bowing	ko
wando-0520	64	64_law mother_sister law_daughter law_brother law	ko
goesan-0120	118	118_golden maiden_little wreath_nightingale_dove dear	ko
yangyang-2207	0	0_midsummer_mother grave_hay_rise dear	ko
jeongseon-1406	44	44_sister law_brother married_brother law_life married	ko
namwon-0313	115	115_joyful wedding_dear mother_little horses_mother gave	ko
yeongyang-0120	64	64_law mother_sister law_daughter law_brother law	ko
geochang-0222	73	73_bagpipes_maids_home wife_men little	ko
sangju-1409	83	83_lament fate_precious time_school song_door mother	ko
seongju-0303	0	0_midsummer_mother grave_hay_rise dear	ko
gokseong-0106	144	144_horseback_farmer_emperor_bowing	ko
bonghwa-0204	64	64_law mother_sister law_daughter law_brother law	ko
hwacheon-0216	144	144_horseback_farmer_emperor_bowing	ko
yeonggwang-0420	115	115_joyful wedding_dear mother_little horses_mother gave	ko
yeongwol-0306	44	44_sister law_brother married_brother law_life married	ko
ulreung-0223	64	64_law mother_sister law_daughter law_brother law	ko
icheon-0410	0	0_midsummer_mother grave_hay_rise dear	ko
bonghwa-0707	0	0_midsummer_mother grave_hay_rise dear	ko
bonghwa-0720	64	64_law mother_sister law_daughter law_brother law	ko
yeongil-0332	64	64_law mother_sister law_daughter law_brother law	ko
jindo-0545	101	101_little maiden_golden maiden_little dove_farmer wife	ko
cheolwon-0813	76	76_sister law_married life_law mother_mother law	ko
muju-0441	103	103_dog went_went herd_whistled_nest forest	ko
jeongseon-1316	117	117_husband house_brother law_law mother_son law	ko
hampyeong-0439	115	115_joyful wedding_dear mother_little horses_mother gave	ko
seongju-0336	0	0_midsummer_mother grave_hay_rise dear	ko
cheolwon-1212	64	64_law mother_sister law_daughter law_brother law	ko
hampyeong-0428	115	115_joyful wedding_dear mother_little horses_mother gave	ko
jangheung-0229	103	103_dog went_went herd_whistled_nest forest	ko
goheung-0113	115	115_joyful wedding_dear mother_little horses_mother gave	ko
eumseong-0528	0	0_midsummer_mother grave_hay_rise dear	ko
hampyeong-0602	116	116_lullaby_lullaby lullaby_lullaby baby_child lullaby	ko
yecheon-0704	64	64_law mother_sister law_daughter law_brother law	ko
imsil-0520	64	64_law mother_sister law_daughter law_brother law	ko
sangju-0820	144	144_horseback_farmer_emperor_bowing	ko
yeongdeok-0333	44	44_sister law_brother married_brother law_life married	ko
cheongsong-0521	44	44_sister law_brother married_brother law_life married	ko
bonghwa-0706	115	115_joyful wedding_dear mother_little horses_mother gave	ko
dalseong-0531	44	44_sister law_brother married_brother law_life married	ko
seocheon-0202	130	130_mourn_hurts mother_little soldier_thorns	ko
gimje-0518	137	137_horses_rye_buns_buy horse	ko
yanggu-0716	44	44_sister law_brother married_brother law_life married	ko
seungju-0203	44	44_sister law_brother married_brother law_life married	ko
wando-0523	64	64_law mother_sister law_daughter law_brother law	ko
goheung-0408	115	115_joyful wedding_dear mother_little horses_mother gave	ko
bonghwa-0614	144	144_horseback_farmer_emperor_bowing	ko
gochang-0525	127	127_candle_candles_naughty_home morning	ko
seongju-0629	104	104_silver child_child silver_child lullaby_lullaby baby	ko
yeonggwang-0614	115	115_joyful wedding_dear mother_little horses_mother gave	ko
gw.goseong-0516	76	76_sister law_married life_law mother_mother law	ko
yangyang-0511	44	44_sister law_brother married_brother law_life married	ko
geumreung-0135	76	76_sister law_married life_law mother_mother law	ko
uljin-1002	0	0_midsummer_mother grave_hay_rise dear	ko
naju-0219	0	0_midsummer_mother grave_hay_rise dear	ko
buan-0615	0	0_midsummer_mother grave_hay_rise dear	ko
geumsan-0806	140	140_hay_pasture_little grandmother_grass little	ko
muan-0704	115	115_joyful wedding_dear mother_little horses_mother gave	ko
hampyeong-0408	96	96_god born_sailing sea_miracle_bethlehem	ko
hoengseong-0425	44	44_sister law_brother married_brother law_life married	ko
jindo-0523	134	134_ran away_nanynka_chasing_wounds	ko
bonghwa-0403	44	44_sister law_brother married_brother law_life married	ko
pyeongchang-0806	44	44_sister law_brother married_brother law_life married	ko
yeongdeok-0208	123	123_praise joyful_joyful spirit_joy rejoice_celebration	ko
sinan-1013	0	0_midsummer_mother grave_hay_rise dear	ko
sinan-0314	134	134_ran away_nanynka_chasing_wounds	ko
yeongdeok-0207	76	76_sister law_married life_law mother_mother law	ko
samcheok-1207	124	124_horse god_little horse_altar_wife little	ko
yecheon-0422	83	83_lament fate_precious time_school song_door mother	ko
