id	assigned_topic	topic_label	lang
Erb_2003	26	26_love sorrow_married dear_god dear_great sorrow	cs
Erb_2004	0	0_fate_weaving_wind_song	cs
Erb_2005	35	35_honzíček_monastery_maidens young_set beloved	cs
Erb_2009	18	18_lullaby lullaby_lullaby_lullaby baby_sleeps lullaby	cs
Erb_2013	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2016	0	0_fate_weaving_wind_song	cs
Erb_2017	0	0_fate_weaving_wind_song	cs
Erb_2018	27	27_parting_maiden_fair maiden_wreath	cs
Erb_2020	0	0_fate_weaving_wind_song	cs
Erb_2022	0	0_fate_weaving_wind_song	cs
Erb_2023	27	27_parting_maiden_fair maiden_wreath	cs
Erb_2024	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2025	0	0_fate_weaving_wind_song	cs
Erb_2026	0	0_fate_weaving_wind_song	cs
Erb_2027	0	0_fate_weaving_wind_song	cs
Erb_2034	0	0_fate_weaving_wind_song	cs
Erb_2036	0	0_fate_weaving_wind_song	cs
Erb_2039	35	35_honzíček_monastery_maidens young_set beloved	cs
Erb_2040	0	0_fate_weaving_wind_song	cs
Erb_2041	0	0_fate_weaving_wind_song	cs
Erb_2044	0	0_fate_weaving_wind_song	cs
Erb_2048	0	0_fate_weaving_wind_song	cs
Erb_2049	26	26_love sorrow_married dear_god dear_great sorrow	cs
Erb_2051	0	0_fate_weaving_wind_song	cs
Erb_2052	26	26_love sorrow_married dear_god dear_great sorrow	cs
Erb_2054	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2055	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2056	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2057	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2058	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2059	0	0_fate_weaving_wind_song	cs
Erb_2060	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2061	34	34_maids_husband home_husband_heaven	cs
Erb_2062	26	26_love sorrow_married dear_god dear_great sorrow	cs
Erb_2063	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2065	0	0_fate_weaving_wind_song	cs
Erb_2067	26	26_love sorrow_married dear_god dear_great sorrow	cs
Erb_2068	35	35_honzíček_monastery_maidens young_set beloved	cs
Erb_2069	0	0_fate_weaving_wind_song	cs
Erb_2070	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2072	0	0_fate_weaving_wind_song	cs
Erb_2074	0	0_fate_weaving_wind_song	cs
Erb_2075	26	26_love sorrow_married dear_god dear_great sorrow	cs
Erb_2077	0	0_fate_weaving_wind_song	cs
Erb_2082	0	0_fate_weaving_wind_song	cs
Erb_2083	35	35_honzíček_monastery_maidens young_set beloved	cs
Erb_2084	0	0_fate_weaving_wind_song	cs
Erb_2086	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2088	35	35_honzíček_monastery_maidens young_set beloved	cs
Erb_2089	0	0_fate_weaving_wind_song	cs
Erb_2090	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2091	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2092	0	0_fate_weaving_wind_song	cs
Erb_2093	0	0_fate_weaving_wind_song	cs
Erb_2095	30	30_saint nicholas_nicholas saint_nicholas good_child golden	cs
Erb_2097	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2099	34	34_maids_husband home_husband_heaven	cs
Erb_2100	0	0_fate_weaving_wind_song	cs
Erb_2102	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2104	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
Erb_2106	29	29_bridesmaid_bridesmaids_bid farewell_little kiss	cs
