model,label,support,precision,recall,f1,confusion_rate,top_confused_with,top_confused_pct
Linear_SVM,et,20,0.5,0.05,0.0909,0.95,uk,0.45
Linear_SVM,cs,42,0.5333,0.5714,0.5517,0.4286,uk,0.2143
Linear_SVM,uk,51,0.5152,0.6667,0.5812,0.3333,ko,0.1765
Linear_SVM,nl,30,0.9444,0.5667,0.7083,0.4333,cs,0.1667
Linear_SVM,ko,96,0.7685,0.8646,0.8137,0.1354,uk,0.0937
